id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
UBE2B	10	0.16711	0.20167	0.977407	243	1	6.788	0.13618	0.48141	0.983798	544	9	6.788
CTRL0098	1	0.16838	0.16784	0.977407	244	0	4.9217	0.83162	0.83252	0.99982	1199	1	4.9217
SUZ12	10	0.16848	0.2026	0.977407	245	1	8.0608	0.022138	0.12081	0.880541	149	9	8.0608
NPC1L1	10	0.16916	0.20315	0.977407	246	1	5.306	0.16125	0.5356	0.988637	610	9	5.306
PPM1F	10	0.17052	0.20415	0.977407	247	1	7.0416	0.51235	0.92047	0.99982	1041	9	7.0416
ATP2C1	10	0.1712	0.2048	0.977407	248	1	8.424	0.0060516	0.039496	0.650355	66	9	8.424
PPARG	10	0.17187	0.20525	0.977407	249	1	7.3842	0.26866	0.71206	0.99982	795	9	7.3842
RET	10	0.17255	0.20576	0.977407	250	1	7.0564	0.22263	0.64577	0.9966	727	9	7.0564
BGLAP	10	0.17661	0.20853	0.977407	251	1	5.9828	0.17052	0.55413	0.9905	630	9	5.9828
SUV420H2	10	0.17728	0.20899	0.977407	252	1	6.895	0.18993	0.59052	0.99405	667	9	6.895
LacZ:199-218_LacZ_+	1	0.17818	0.17745	0.977407	253	0	4.955	0.82182	0.82293	0.99982	1197	1	4.955
MAPK11	10	0.17863	0.2101	0.977407	254	1	6.0052	0.61883	0.9607	0.99982	1120	9	6.0052
NPR1	10	0.1793	0.21058	0.977407	255	1	7.8187	0.03202	0.16361	0.906582	198	9	7.8187
USP15	10	0.17997	0.21109	0.977407	256	1	6.4658	0.29011	0.74035	0.99982	823	9	6.4658
LacZ:2253-2272_LacZ_-	1	0.18059	0.17955	0.977407	257	0	5.0188	0.81941	0.82055	0.99982	1196	1	5.0188
PSMB2	10	0.18132	0.21212	0.977407	258	1	4.9838	0.88405	0.99747	0.99982	1214	9	4.9838
RXRB	10	0.18467	0.2147	0.977407	259	1	6.9776	0.20428	0.61589	0.99405	693	9	6.9776
USP38	10	0.18534	0.21514	0.977407	260	1	7.6624	0.11214	0.42389	0.954242	497	9	7.6624
DMAP1	10	0.186	0.21558	0.977407	261	1	7.3711	0.16217	0.53749	0.988637	612	9	7.3711
NTSR2	10	0.18734	0.21663	0.977407	262	1	6.5273	0.40273	0.85256	0.99982	965	9	6.5273
KMT2B	10	0.18867	0.21769	0.977407	263	1	6.9944	0.46166	0.89329	0.99982	1015	9	6.9944
RARG	10	0.18934	0.21809	0.977407	264	1	5.4351	0.55105	0.93741	0.99982	1069	9	5.4351
ATM	10	0.19	0.21856	0.977407	265	1	6.7304	0.34612	0.80237	0.99982	896	9	6.7304
CYP17A1	10	0.19067	0.21903	0.977407	266	1	7.2554	0.072372	0.30962	0.926077	371	9	7.2554
SETD8	10	0.19199	0.21999	0.977407	267	1	4.5549	0.81866	0.99358	0.99982	1195	9	4.5549
GABRD	10	0.19266	0.22052	0.977407	268	1	6.9297	0.16983	0.55256	0.9905	627	9	6.9297
METTL4	28	0.19402	0.33302	0.977407	269	1	6.6154	0.1965	0.74087	0.99982	680	27	6.6154
OGT	10	0.19464	0.22199	0.977407	270	1	6.5314	0.67121	0.97427	0.99982	1144	9	6.5314
NOS3	10	0.19662	0.22356	0.977407	271	1	7.9083	0.037608	0.18651	0.909795	223	9	7.9083
ITGAV	10	0.19728	0.22403	0.977407	272	1	6.364	0.11771	0.43764	0.964994	509	9	6.364
SIN3B	10	0.1986	0.22498	0.977407	273	1	7.0587	0.34863	0.80485	0.99982	900	9	7.0587
CTRL0054	1	0.19883	0.19801	0.977407	274	0	5.0653	0.80117	0.80312	0.99982	1194	1	5.0653
PARP3	10	0.19926	0.22554	0.977407	275	1	6.5089	0.43831	0.87793	0.99982	997	9	6.5089
GSS	10	0.20123	0.22713	0.977407	276	1	5.5437	0.61789	0.96043	0.99982	1119	9	5.5437
AR	137	0.20297	0.47673	0.980305	277	8	7.1368	0.0073515	0.11981	0.880541	79	131	7.1368
HPRT1	10	0.2032	0.22866	0.977407	278	1	8.3329	0.020886	0.1147	0.879105	142	9	8.3329
LacZ:2045-2064_LacZ_+	1	0.20382	0.2033	0.977407	279	0	4.7348	0.79618	0.79813	0.99982	1192	1	4.7348
ADORA2A	10	0.20385	0.22916	0.977407	280	1	7.5571	0.18317	0.5783	0.99405	651	9	7.5571
CASR	10	0.20451	0.22977	0.977407	281	1	7.632	0.013231	0.077715	0.839645	101	9	7.632
BCHE	10	0.20516	0.23026	0.977407	282	1	5.4312	0.61599	0.95989	0.99982	1115	9	5.4312
PTGS2	10	0.20581	0.23086	0.977407	283	1	7.1953	0.32787	0.78402	0.99982	869	9	7.1953
SLC5A2	10	0.20647	0.23133	0.977407	284	1	7.0648	0.39157	0.84357	0.99982	956	9	7.0648
RCOR1	10	0.20712	0.23182	0.977407	285	1	7.5442	0.219	0.63985	0.9966	719	9	7.5442
CA2	10	0.20777	0.23235	0.977407	286	1	7.1951	0.099643	0.39052	0.951861	458	9	7.1951
WHSC1	10	0.20842	0.23277	0.977407	287	1	4.9593	0.028162	0.14761	0.901153	178	9	4.9593
CTRL0071	1	0.21016	0.20957	0.977407	288	0	5.4281	0.78984	0.79166	0.99982	1190	1	5.4281
GABRA3	10	0.21037	0.23432	0.977407	289	1	7.8726	0.07189	0.30832	0.926077	369	9	7.8726
KCNA4	10	0.21167	0.23535	0.977407	290	1	6.7148	0.45547	0.88954	0.99982	1011	9	6.7148
LacZ:1040-1059_LacZ_-	1	0.21209	0.21145	0.977407	291	0	4.9956	0.78791	0.78987	0.99982	1189	1	4.9956
PHF8	10	0.21362	0.23692	0.977407	292	1	6.5526	0.30026	0.75278	0.99982	841	9	6.5526
NSUN5	17	0.21451	0.31425	0.977407	293	1	6.0644	0.47366	0.93748	0.99982	1023	16	6.0644
MPL	10	0.21491	0.23788	0.977407	294	1	7.5889	0.16485	0.54285	0.990428	619	9	7.5889
KCNK9	10	0.2162	0.23893	0.977407	295	1	5.4064	0.52986	0.92877	0.99982	1053	9	5.4064
CHRNA3	10	0.21685	0.23944	0.977407	296	1	6.5905	0.10868	0.41513	0.951861	488	9	6.5905
CTRL0080	1	0.21691	0.21638	0.977407	297	0	5.0916	0.78309	0.78507	0.99982	1187	1	5.0916
TBL1X	10	0.21749	0.23992	0.977407	298	1	8.4944	0.00034278	0.0026934	0.373987	8	9	8.4944
MMP20	10	0.21813	0.24046	0.977407	299	1	8.2948	0.0083396	0.051862	0.728724	82	9	8.2948
PRKCB	10	0.21942	0.24141	0.977407	300	1	6.9099	0.21297	0.63021	0.995508	711	9	6.9099
RYBP	10	0.22071	0.24237	0.977407	301	1	6.5051	0.14714	0.50517	0.983798	574	9	6.5051
CD80	10	0.22135	0.24302	0.977407	302	1	6.3245	0.067093	0.293	0.924323	350	9	6.3245
YEATS2	10	0.22327	0.24451	0.977407	303	1	7.0729	0.0004017	0.0031736	0.373987	10	9	7.0729
ITGB7	10	0.22646	0.24691	0.977407	304	1	5.9306	0.70737	0.98163	0.99982	1166	9	5.9306
HENMT1	17	0.22746	0.32113	0.977407	305	1	6.9173	0.046097	0.2741	0.909795	254	16	6.9173
CYP19A1	10	0.22838	0.24846	0.977407	306	1	5.5811	0.019149	0.10628	0.876205	132	9	5.5811
CALCR	10	0.22901	0.24897	0.977407	307	1	7.2601	0.015433	0.088441	0.856052	111	9	7.2601
RXRA	10	0.23155	0.25094	0.977407	308	1	8.1739	0.027046	0.14254	0.901153	170	9	8.1739
FGF1	10	0.23219	0.25148	0.977407	309	1	7.0088	0.023453	0.12679	0.886083	156	9	7.0088
TSPO	10	0.23345	0.25247	0.977407	310	1	6.4724	0.53948	0.93283	0.99982	1061	9	6.4724
TYR	10	0.23408	0.25298	0.977407	311	1	6.1999	0.21378	0.63155	0.995508	712	9	6.1999
RPL6	10	0.23472	0.25345	0.977407	312	1	5.0761	0.82775	0.99423	0.99982	1198	9	5.0761
MMP11	10	0.23535	0.25398	0.977407	313	1	6.7038	0.090842	0.36606	0.951861	426	9	6.7038
SETD2	10	0.23598	0.25448	0.977407	314	1	6.2972	0.69901	0.98019	0.99982	1162	9	6.2972
TRMT11	6	0.23658	0.23632	0.977407	315	1	7.0528	0.04052	0.15429	0.901153	241	6	7.0528
CTRL0072	1	0.23853	0.23824	0.977407	316	0	5.1648	0.76147	0.76342	0.99982	1185	1	5.1648
KCNJ1	10	0.24101	0.25857	0.977407	317	1	7.2833	0.14691	0.50468	0.983798	573	9	7.2833
KAT6B	10	0.24226	0.25947	0.977407	318	1	6.9303	0.050057	0.2341	0.909795	270	9	6.9303
TNFSF13B	10	0.24289	0.25997	0.977407	319	1	7.733	0.0030339	0.021159	0.590649	42	9	7.733
CHRNA7	10	0.24414	0.26096	0.977407	320	1	5.8197	0.10576	0.40752	0.951861	477	9	5.8197
RING1	10	0.24476	0.26142	0.977407	321	1	6.8862	0.53544	0.93099	0.99982	1055	9	6.8862
CTRL0044	1	0.24504	0.24497	0.977407	322	0	5.4309	0.75496	0.75678	0.99982	1184	1	5.4309
DTX3L	10	0.24601	0.2625	0.977407	323	1	6.8822	0.44584	0.88331	0.99982	1003	9	6.8822
OPRM1	10	0.24694	0.26338	0.977407	324	1	7.2876	0.076843	0.32314	0.940536	380	9	7.2876
CTRL0014	1	0.24705	0.24694	0.977407	325	0	5.4714	0.75295	0.75482	0.99982	1183	1	5.4714
CTRL0076	1	0.24986	0.24963	0.977407	326	0	5.0434	0.75014	0.75184	0.99982	1182	1	5.0434
SRCAP	10	0.25098	0.26659	0.977407	327	1	5.8842	0.29503	0.74656	0.99982	834	9	5.8842
ING3	10	0.2516	0.26714	0.977407	328	1	7.2225	0.15995	0.53283	0.986697	608	9	7.2225
PRDM9	10	0.25222	0.26768	0.977407	329	1	6.7245	0.28482	0.73345	0.99982	814	9	6.7245
luciferase:1021-1040_luciferase_-	1	0.25235	0.25208	0.977407	330	0	5.3077	0.74765	0.74958	0.99982	1180	1	5.3077
PDE7B	10	0.25284	0.26827	0.977407	331	1	6.5202	0.41113	0.85884	0.99982	971	9	6.5202
LHCGR	10	0.25345	0.26876	0.977407	332	1	8.0611	0.0069844	0.044594	0.664619	77	9	8.0611
ADRA1D	10	0.25469	0.26971	0.977407	333	1	7.3092	0.29917	0.75137	0.99982	838	9	7.3092
ITGA4	10	0.2553	0.2702	0.977407	334	1	7.9795	0.011717	0.069727	0.816225	97	9	7.9795
TXNRD1	10	0.25592	0.27065	0.977407	335	1	6.2713	0.10465	0.40415	0.951861	472	9	6.2713
Luciferase	4	0.25617	0.25493	0.977407	336	0	7.5744	0.28357	0.57204	0.99405	812	4	7.5744
TH	10	0.25715	0.27156	0.977407	337	1	6.8174	0.040147	0.19627	0.909795	239	9	6.8174
SERPINB2	10	0.25899	0.27314	0.977407	338	1	7.3063	0.15764	0.52786	0.983798	603	9	7.3063
SIGMAR1	10	0.25961	0.27364	0.977407	339	1	6.0788	0.67919	0.97617	0.99982	1150	9	6.0788
PDXK	10	0.26083	0.27459	0.977407	340	1	7.4018	0.23085	0.65867	0.99982	743	9	7.4018
CTRL0099	1	0.26095	0.26083	0.977407	341	0	5.6003	0.73905	0.74099	0.99982	1178	1	5.6003
BRPF1	10	0.26144	0.27506	0.977407	342	1	8.2767	0.0048626	0.032364	0.630492	60	9	8.2767
EHMT2	10	0.26206	0.27553	0.977407	343	1	7.4475	0.10494	0.40495	0.951861	475	9	7.4475
DBH	10	0.26389	0.27718	0.977407	344	1	7.8323	0.12388	0.4529	0.983798	516	9	7.8323
luciferase:1613-1632_luciferase_-	1	0.26464	0.26497	0.977407	345	0	5.377	0.73536	0.73705	0.99982	1177	1	5.377
PHB	10	0.26572	0.27886	0.977407	346	1	5.95	0.59244	0.95233	0.99982	1100	9	5.95
KCNA3	10	0.26632	0.2793	0.977407	347	1	7.01	0.23503	0.66488	0.99982	750	9	7.01
ARID4B	10	0.26996	0.28253	0.977407	348	1	6.6474	0.29263	0.74372	0.99982	832	9	6.6474
VEGFB	10	0.27057	0.28307	0.977407	349	1	6.7387	0.39848	0.84937	0.99982	961	10	6.7387
CTRL0028	1	0.27188	0.27221	0.977407	350	0	5.5916	0.72812	0.72996	0.99982	1176	1	5.5916
GANC	10	0.27238	0.28468	0.977407	351	1	5.443	0.23637	0.66697	0.99982	753	10	5.443
LacZ:1445-1464_LacZ_-	1	0.27316	0.27354	0.977407	352	0	5.4501	0.72684	0.72866	0.99982	1174	1	5.4501
RPL4	10	0.27359	0.28568	0.977407	353	1	5.7307	0.72641	0.9849	0.99982	1173	10	5.7307
SLC18A2	10	0.27419	0.28616	0.977407	354	1	6.7342	0.55289	0.93816	0.99982	1070	10	6.7342
GCGR	10	0.27539	0.28723	0.977407	355	1	7.5428	0.03235	0.16515	0.907965	200	10	7.5428
GRIN3B	10	0.2766	0.28824	0.977407	356	1	6.4232	0.0092023	0.056617	0.759746	85	10	6.4232
POLR2D	10	0.2772	0.28883	0.977407	357	1	4.3286	0.7228	0.98436	0.99982	1171	10	4.3286
BRMS1	10	0.2784	0.2898	0.977407	358	1	7.2169	0.13924	0.48805	0.983798	554	10	7.2169
BRD1	10	0.27899	0.29034	0.977407	359	1	7.7747	0.095195	0.37798	0.951861	441	10	7.7747
CRBN	10	0.27959	0.29081	0.977407	360	1	7.1138	0.094978	0.37747	0.951861	439	10	7.1138
SFPQ	10	0.28079	0.29172	0.977407	361	1	6.3309	0.71921	0.98373	0.99982	1170	10	6.3309
CTRL0096	1	0.28208	0.28205	0.977407	362	0	5.5054	0.71792	0.71949	0.99982	1169	1	5.5054
RSAD1	26	0.28289	0.40885	0.977407	363	2	7.2334	0.24834	0.80517	0.99982	765	26	7.2334
CNR2	10	0.28317	0.29366	0.977407	364	1	5.8738	0.49311	0.91114	0.99982	1035	10	5.8738
COPRS	10	0.28436	0.29467	0.977407	365	1	7.9841	0.016154	0.091834	0.862718	114	10	7.9841
MMP15	10	0.28496	0.29517	0.977407	366	1	5.7043	0.14504	0.50035	0.983798	567	10	5.7043
USP7	10	0.28555	0.29562	0.977407	367	1	7.1926	0.08893	0.36045	0.951861	418	10	7.1926
CAMLG	10	0.28615	0.29612	0.977407	368	1	5.7938	0.71331	0.98261	0.99982	1168	10	5.7938
FTSJ1	15	0.28699	0.33366	0.977407	369	1	7.2336	0.02448	0.15912	0.906582	161	14	7.2336
SDHD	10	0.28733	0.29709	0.977407	370	1	5.1575	0.33395	0.79005	0.99982	881	10	5.1575
HPD	10	0.28792	0.29759	0.977407	371	1	7.6927	0.19768	0.60434	0.99405	682	10	7.6927
TLR2	10	0.28852	0.29807	0.977407	372	1	6.9908	0.30672	0.76052	0.99982	849	10	6.9908
TPO	10	0.28911	0.29859	0.977407	373	1	6.5971	0.11075	0.42041	0.954242	493	10	6.5971
HIST1H4A	10	0.2897	0.29904	0.977407	374	1	7.797	0.12792	0.46251	0.983798	525	10	7.797
FGFR1	10	0.29029	0.29963	0.977407	375	1	7.2818	0.28883	0.73874	0.99982	821	10	7.2818
MS4A2	10	0.29088	0.3002	0.977407	376	1	7.3471	0.060842	0.27214	0.909795	324	10	7.3471
CTRL0006	1	0.29132	0.29141	0.977407	377	0	5.4962	0.70868	0.70988	0.99982	1167	1	5.4962
QPRT	10	0.29206	0.30128	0.977407	378	1	6.6095	0.44065	0.87962	0.99982	999	10	6.6095
CHRNA10	10	0.29264	0.30188	0.977407	379	1	7.0516	0.074033	0.31471	0.931763	373	10	7.0516
KCND1	10	0.29382	0.30298	0.977407	380	1	8.5921	0.00094513	0.0071276	0.451438	19	10	8.5921
TRMT112	5	0.29475	0.29562	0.977407	381	0	4.5232	0.70525	0.9521	0.99982	1165	5	4.5232
CTRL0065	1	0.2955	0.29597	0.977407	382	0	5.9678	0.7045	0.70609	0.99982	1164	1	5.9678
JUN	10	0.29558	0.30439	0.977407	383	1	7.626	0.10705	0.41092	0.951861	479	10	7.626
KCNJ8	10	0.29734	0.30587	0.977407	384	1	7.3696	0.061487	0.27437	0.909795	328	10	7.3696
CTRL0056	1	0.29791	0.29835	0.977407	385	0	5.5904	0.70209	0.70361	0.99982	1163	1	5.5904
GABRE	10	0.29792	0.30645	0.977407	386	1	7.7806	0.10403	0.40241	0.951861	470	10	7.7806
GRIN2B	10	0.29851	0.30692	0.977407	387	1	6.5342	0.45437	0.88893	0.99982	1009	10	6.5342
TBL1Y	10	0.29909	0.30752	0.977407	388	1	4.7275	0.37845	0.83227	0.99982	939	10	4.7275
PSMB1	10	0.29967	0.30798	0.977407	389	1	6.2539	0.66574	0.97301	0.99982	1142	10	6.2539
CTBP1	10	0.30258	0.31035	0.977407	390	1	6.0086	0.6162	0.95995	0.99982	1117	10	6.0086
CACNA1G	10	0.30316	0.31087	0.977407	391	1	7.3199	0.27022	0.71421	0.99982	798	10	7.3199
DRD5	9	0.30417	0.30471	0.977407	392	1	7.3777	0.077131	0.31069	0.926077	381	9	7.3777
SIRT3	10	0.3049	0.31231	0.977407	393	1	7.4067	0.24528	0.68013	0.99982	763	10	7.4067
MMP17	10	0.30548	0.31273	0.977407	394	1	7.5097	0.057167	0.25996	0.909795	305	10	7.5097
MECP2	10	0.30606	0.31325	0.977407	395	1	5.3803	0.69394	0.97916	0.99982	1160	10	5.3803
USP22	10	0.30722	0.31424	0.977407	396	1	7.0991	0.17863	0.56964	0.99405	645	10	7.0991
SMOX	10	0.3078	0.31472	0.977407	397	1	6.2764	0.40147	0.85164	0.99982	963	10	6.2764
KCNB2	10	0.30952	0.31622	0.977407	398	1	5.7727	0.67087	0.97422	0.99982	1143	10	5.7727
LacZ:1324-1343_LacZ_-	1	0.30996	0.30994	0.977407	399	0	6.0054	0.69004	0.69184	0.99982	1158	1	6.0054
ADH1A	10	0.3101	0.31678	0.977407	400	1	6.3411	0.099191	0.38929	0.951861	457	10	6.3411
MMP16	10	0.31068	0.31731	0.977407	401	1	7.394	0.15523	0.52279	0.983798	598	10	7.394
CTRL0040	1	0.31157	0.31156	0.977407	402	0	5.6543	0.68843	0.69004	0.99982	1154	1	5.6543
ESRRG	10	0.31354	0.31965	0.977407	403	1	6.0403	0.4745	0.90102	0.99982	1024	10	6.0403
IFIH1	16	0.31381	0.36011	0.977407	404	1	7.1253	0.047482	0.26893	0.909795	259	15	7.1253
RPL5	10	0.31583	0.32152	0.977407	405	1	4.5635	0.68417	0.97722	0.99982	1152	10	4.5635
NFKB1	10	0.3164	0.32212	0.977407	406	1	6.7908	0.33227	0.78813	0.99982	879	10	6.7908
FLT3	10	0.31697	0.32259	0.977407	407	1	7.7923	0.058324	0.26398	0.909795	312	10	7.7923
PRMT2	10	0.31868	0.32409	0.977407	408	1	5.5315	0.54793	0.93609	0.99982	1068	10	5.5315
HUWE1	10	0.31982	0.32517	0.977407	409	1	6.1271	0.64228	0.9674	0.99982	1132	10	6.1271
KAT2B	10	0.32209	0.32692	0.977407	410	1	6.982	0.20744	0.62093	0.99405	700	10	6.982
CTRL0030	1	0.3221	0.32205	0.977407	411	0	6.0014	0.6779	0.68006	0.99982	1149	1	6.0014
GABRR2	10	0.32265	0.32758	0.977407	412	1	6.2661	0.13343	0.47533	0.983798	537	10	6.2661
ELP3	33	0.32347	0.47592	0.980305	413	1	6.8837	0.033221	0.27291	0.909795	204	32	6.8837
CTRL0032	1	0.32362	0.32358	0.977407	414	0	5.4967	0.67638	0.67858	0.99982	1146	1	5.4967
THRB	10	0.32378	0.32867	0.977407	415	1	7.5947	0.14761	0.50634	0.983798	575	10	7.5947
ELP4	10	0.32491	0.32985	0.977407	416	1	8.1016	0.027467	0.14445	0.901153	172	10	8.1016
SCTR	10	0.3266	0.33142	0.977407	417	1	7.0209	0.11887	0.44065	0.968178	511	10	7.0209
PLIN3	10	0.32717	0.33181	0.977407	418	1	6.3293	0.56757	0.94381	0.99982	1083	10	6.3293
SCN10A	10	0.32941	0.33384	0.977407	419	1	6.7394	0.34939	0.80559	0.99982	902	10	6.7394
WDR82	10	0.32997	0.33426	0.977407	420	1	6.2455	0.35683	0.81249	0.99982	909	10	6.2455
GHRHR	10	0.33277	0.33684	0.977407	421	1	7.093	0.37716	0.8312	0.99982	937	10	7.093
ZNF335	10	0.33389	0.33787	0.977407	422	1	7.0283	0.20564	0.61808	0.99405	694	10	7.0283
ONECUT2	10	0.335	0.33895	0.977407	423	1	7.8174	0.055721	0.25496	0.909795	298	10	7.8174
NSUN4	56	0.3355	0.56257	0.992996	424	2	7.2323	0.024233	0.25142	0.909795	159	54	7.2323
MAP3K12	10	0.33667	0.34025	0.977407	425	1	6.7375	0.31465	0.76937	0.99982	859	10	6.7375
SCNN1A	10	0.33722	0.34085	0.977407	426	1	6.9173	0.26511	0.70738	0.99982	789	10	6.9173
RRM1	9	0.33749	0.33569	0.977407	427	1	3.9383	0.66251	0.96828	0.99982	1140	9	3.9383
TNFRSF8	10	0.33833	0.34174	0.977407	428	1	7.1043	0.45111	0.88671	0.99982	1007	10	7.1043
ATP1A1	10	0.33944	0.34274	0.977407	429	1	6.6936	0.49039	0.90964	0.99982	1031	10	6.6936
C4B	10	0.33999	0.34323	0.977407	430	1	6.7843	0.15614	0.52479	0.983798	602	10	6.7843
VEGFA	10	0.34165	0.34471	0.977407	431	1	6.0837	0.47738	0.90263	0.99982	1025	10	6.0837
C9orf114	45	0.34183	0.53618	0.992996	432	2	7.0133	0.076589	0.50224	0.983798	379	43	7.0133
NTRK1	10	0.34275	0.34573	0.977407	433	1	7.7924	0.050721	0.23657	0.909795	275	10	7.7924
SETD1A	10	0.3433	0.3463	0.977407	434	1	5.9885	0.6145	0.95936	0.99982	1112	10	5.9885
TET2	10	0.34385	0.34683	0.977407	435	1	6.8831	0.38447	0.83737	0.99982	948	10	6.8831
AURKA	10	0.34495	0.34794	0.977407	436	1	5.6162	0.65505	0.97047	0.99982	1137	10	5.6162
PLAUR	10	0.3455	0.34849	0.977407	437	1	7.9451	0.06394	0.28255	0.918856	342	10	7.9451
TAAR1	10	0.34605	0.34892	0.977407	438	1	7.6846	0.1413	0.49264	0.983798	559	10	7.6846
SMYD1	10	0.34879	0.35188	0.977407	439	1	8.5428	0.0048454	0.032268	0.630492	59	10	8.5428
HBB	10	0.34933	0.35239	0.977407	440	1	6.3831	0.60158	0.95529	0.99982	1106	10	6.3831
PSMD2	10	0.35042	0.35335	0.977407	441	1	5.5985	0.41548	0.8622	0.99982	979	10	5.5985
BEND3	10	0.35151	0.35437	0.977407	442	1	7.6053	0.18473	0.58118	0.99405	657	10	7.6053
TRMT10B	18	0.35211	0.40655	0.977407	443	1	7.2375	0.085035	0.42504	0.954242	405	17	7.2375
LacZ:192-211_LacZ_-	1	0.35247	0.35294	0.977407	444	0	6.1103	0.64753	0.65091	0.9966	1136	1	6.1103
CACNA1F	10	0.35423	0.35684	0.977407	445	1	6.9091	0.0042457	0.028827	0.630492	52	10	6.9091
NCOA1	10	0.35477	0.35738	0.977407	446	1	7.239	0.27899	0.72576	0.99982	809	10	7.239
LacZ:1970-1989_LacZ_+	1	0.3548	0.3553	0.977407	447	0	6.2706	0.6452	0.64851	0.9966	1135	1	6.2706
DDB1	10	0.35531	0.35788	0.977407	448	1	6.0656	0.64469	0.96806	0.99982	1133	10	6.0656
FRK	10	0.35585	0.35833	0.977407	449	1	7.0346	0.021091	0.1156	0.879105	144	10	7.0346
SUV420H1	10	0.35639	0.35877	0.977407	450	1	6.8058	0.086959	0.35448	0.951861	410	10	6.8058
TFB2M	8	0.35793	0.35844	0.977407	451	0	6.4763	0.53811	0.91506	0.99982	1059	8	6.4763
IL2RG	10	0.35909	0.36107	0.977407	452	1	6.9557	0.1676	0.54811	0.9905	623	10	6.9557
CCND1	10	0.3607	0.36252	0.977407	453	1	5.9114	0.6393	0.96662	0.99982	1131	10	5.9114
WBSCR22	8	0.36098	0.36124	0.977407	454	0	7.8232	0.014372	0.073601	0.839645	107	8	7.8232
CACNA1I	10	0.36124	0.36305	0.977407	455	1	7.0694	0.10383	0.40193	0.951861	468	10	7.0694
CTRL0017	1	0.36147	0.36139	0.977407	456	0	6.1064	0.63853	0.64172	0.9966	1130	1	6.1064
CA14	10	0.36178	0.36356	0.977407	457	1	8.377	0.015192	0.087304	0.856052	110	10	8.377
DRD3	10	0.36285	0.36457	0.977407	458	1	6.8766	0.35747	0.81315	0.99982	912	10	6.8766
MMP7	10	0.36392	0.36587	0.977407	459	1	7.6439	0.15382	0.51982	0.983798	595	10	7.6439
CACNB2	10	0.36445	0.36636	0.977407	460	1	7.1338	0.36539	0.8206	0.99982	924	10	7.1338
SLC7A11	10	0.36499	0.36691	0.977407	461	1	7.8007	0.043283	0.20863	0.909795	248	10	7.8007
IL17A	10	0.36552	0.36751	0.977407	462	1	6.9719	0.33736	0.79344	0.99982	888	10	6.9719
MMP21	10	0.36659	0.36846	0.977407	463	1	7.7468	0.10565	0.40713	0.951861	476	10	7.7468
ICAM1	10	0.37084	0.37273	0.977407	464	1	7.0036	0.26333	0.70499	0.99982	785	10	7.0036
luciferase:83-102_luciferase_+	1	0.37103	0.37114	0.977407	465	0	6.4264	0.62897	0.63202	0.995508	1127	1	6.4264
TRIM37	10	0.37137	0.37328	0.977407	466	1	6.963	0.18874	0.5885	0.99405	664	10	6.963
IL2RB	10	0.37295	0.37495	0.977407	467	1	6.5639	0.33003	0.78599	0.99982	874	10	6.5639
IL1B	10	0.37348	0.37543	0.977407	468	1	7.4359	0.15413	0.52045	0.983798	596	10	7.4359
KAT5	10	0.37401	0.37596	0.977407	469	1	5.2552	0.56515	0.94291	0.99982	1082	10	5.2552
IGF1R	10	0.37506	0.37691	0.977407	470	1	6.7023	0.50751	0.91822	0.99982	1039	10	6.7023
SMO	10	0.37559	0.37746	0.977407	471	1	6.3458	0.62441	0.96248	0.99982	1125	10	6.3458
CTRL0022	1	0.37658	0.37692	0.977407	472	0	6.4125	0.62342	0.62616	0.995508	1124	1	6.4125
PER2	10	0.37716	0.37899	0.977407	473	1	7.2785	0.32846	0.78465	0.99982	871	10	7.2785
MMP12	10	0.37873	0.38048	0.977407	474	1	8.6724	0.00080586	0.0061271	0.451438	16	10	8.6724
BAZ2A	10	0.37926	0.38084	0.977407	475	1	7.5741	0.19723	0.60361	0.99405	681	10	7.5741
CTRL0078	1	0.38019	0.38062	0.977407	476	0	6.2929	0.61981	0.62228	0.994519	1122	1	6.2929
F11	10	0.3803	0.38184	0.977407	477	1	6.5538	0.14123	0.49246	0.983798	558	10	6.5538
USP28	10	0.38239	0.38401	0.977407	478	1	5.9208	0.13804	0.48538	0.983798	547	10	5.9208
LacZ:1449-1468_LacZ_+	1	0.38309	0.38355	0.977407	479	0	6.3877	0.61691	0.61958	0.99405	1118	1	6.3877
LacZ:2116-2135_LacZ_+	1	0.38381	0.38427	0.977407	480	0	6.3266	0.61619	0.61891	0.99405	1116	1	6.3266
CTRL0004	1	0.38485	0.38531	0.977407	481	0	6.1115	0.61515	0.61772	0.99405	1114	1	6.1115
LacZ:1537-1556_LacZ_-	1	0.38493	0.38538	0.977407	482	0	6.0257	0.61507	0.61765	0.99405	1113	1	6.0257
NR3C1	10	0.38499	0.38656	0.977407	483	1	6.8525	0.022666	0.12295	0.880541	151	10	6.8525
NSD1	10	0.38603	0.38759	0.977407	484	1	7.6802	0.13888	0.48729	0.983798	550	10	7.6802
KCNK3	10	0.38758	0.38916	0.977407	485	1	5.6388	0.272	0.71649	0.99982	800	10	5.6388
WDR74	10	0.38809	0.38963	0.977407	486	1	6.2433	0.5855	0.95014	0.99982	1099	10	6.2433
SSTR1	10	0.38861	0.39007	0.977407	487	1	7.0986	0.14063	0.4911	0.983798	557	10	7.0986
