sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
KDM6B_6069	KDM6B	580.79/809.03	0/20.635/63.415	694.91	20.635	-5.0075	26046	17007	5.2724	6.7339e-08	1	1.3468e-07	1.0113e-06	False
METTL4_6870	METTL4	1512.7/1140.4	368.51/368.26/204.71	1326.6	368.26	-1.8461	69285	33051	5.2712	6.7768e-08	1	1.3554e-07	1.0167e-06	False
PRDM8_8604	PRDM8	709.99/1004.9	964.6/15.873/92.341	857.47	92.341	-3.2012	43501	21108	5.2712	6.778e-08	1	1.3556e-07	1.0167e-06	False
NTSR2_7767	NTSR2	470.73/742.75	1.293/4.7619/67.865	606.74	4.7619	-6.7208	36995	14794	5.2703	6.8095e-08	1	1.3619e-07	1.0208e-06	False
YTHDC1_12275	YTHDC1	747.07/319.71	0/0/1.1125	533.39	0	-9.0618	91318	12959	5.2701	6.8184e-08	1	1.3637e-07	1.0215e-06	False
CDY2A_2198	CDY2A	1474.4/1951.4	427.99/620.64/11250	1712.9	620.64	-1.4631	1.1377e+05	42980	5.2686	6.8719e-08	1	1.3744e-07	1.0289e-06	False
KDM1A_5839	KDM1A	678.29/697.91	263.78/19.048/10.013	688.1	19.048	-5.1032	192.5	16836	5.2679	6.9008e-08	1	1.3802e-07	1.032e-06	False
CACNA1I_1677	CACNA1I	623.86/476.64	475.84/1.5873/0	550.25	1.5873	-7.7351	10836	13380	5.2679	6.9009e-08	1	1.3802e-07	1.032e-06	False
ALKBH3_490	ALKBH3	547.29/897.73	15.516/284.13/30.039	722.51	30.039	-4.5429	61402	17702	5.2677	6.9062e-08	1	1.3812e-07	1.0322e-06	False
CD2_1928	CD2	476.71/693.03	0/3.1746/329.31	584.87	3.1746	-7.1328	23397	14246	5.2673	6.922e-08	1	1.3844e-07	1.0331e-06	False
CHD1_2242	CHD1	436.64/628.7	2.5861/0/0	532.67	0	-9.0598	18444	12941	5.2673	6.9224e-08	1	1.3845e-07	1.0331e-06	False
CLOCK_2441	CLOCK	622.06/944.51	192.66/6.3492/55.627	783.29	55.627	-3.7918	51988	19234	5.2672	6.9248e-08	1	1.385e-07	1.0331e-06	False
YTHDF2_12367	YTHDF2	543.71/521.48	107.32/0/0	532.59	0	-9.0596	246.96	12939	5.267	6.9336e-08	1	1.3867e-07	1.0338e-06	False
KDM1A_5864	KDM1A	512/552.67	0/0/20.026	532.34	0	-9.0589	826.96	12933	5.266	6.9708e-08	1	1.3942e-07	1.0387e-06	False
MAP2K2_6509	MAP2K2	736.31/631.63	18.102/0/121.27	683.97	18.102	-5.1642	5478.9	16732	5.2655	6.9914e-08	1	1.3983e-07	1.0412e-06	False
PLCL1_8335	PLCL1	726.14/871.41	63.358/1.5873/298.16	798.77	63.358	-3.6354	10552	19625	5.2646	7.0262e-08	1	1.4052e-07	1.0453e-06	False
CD3G_2023	CD3G	520.98/542.93	0/82.54/0	531.95	0	-9.0579	240.88	12923	5.2645	7.0277e-08	1	1.4055e-07	1.0453e-06	False
HTR2B_4909	HTR2B	587.97/675.49	7.7582/0/58.965	631.73	7.7582	-6.1748	3830	15420	5.2643	7.0365e-08	1	1.4073e-07	1.046e-06	False
EPOR_3244	EPOR	702.21/360.65	0/0/373.81	531.43	0	-9.0565	58332	12910	5.2625	7.1048e-08	1	1.421e-07	1.0555e-06	False
AR_745	AR	608.3/454.22	65.945/0/0	531.26	0	-9.056	11870	12906	5.2619	7.1296e-08	1	1.4259e-07	1.0586e-06	False
ALKBH5_562	ALKBH5	453.99/608.23	60.772/0/0	531.11	0	-9.0556	11896	12902	5.2613	7.153e-08	1	1.4306e-07	1.0614e-06	False
PRDM4_8568	PRDM4	486.88/575.09	0/9.5239/0	530.99	0	-9.0552	3890.4	12899	5.2608	7.1713e-08	1	1.4343e-07	1.0635e-06	False
SLC25A4_10185	SLC25A4	450.4/646.25	0/1.5873/794.36	548.32	1.5873	-7.7301	19179	13332	5.2605	7.1851e-08	1	1.437e-07	1.0649e-06	False
SATB1_9616	SATB1	603.52/908.45	804.26/0/44.502	755.98	44.502	-4.0563	46491	18545	5.2573	7.3111e-08	1	1.4622e-07	1.083e-06	False
MS4A2_7246	MS4A2	550.29/509.78	0/149.21/0	530.03	0	-9.0527	820.15	12875	5.2571	7.316e-08	1	1.4632e-07	1.083e-06	False
CYP19A1_2795	CYP19A1	485.69/807.08	10.344/1.5873/3235.3	646.38	10.344	-5.8346	51646	15788	5.257	7.3212e-08	1	1.4642e-07	1.0832e-06	False
KCNC3_5651	KCNC3	464.75/594.59	171.97/0/0	529.67	0	-9.0517	8428.5	12866	5.2557	7.3724e-08	1	1.4745e-07	1.09e-06	False
COPRS_2486	COPRS	909.77/890.9	117.67/342.86/0	900.33	117.67	-2.9252	177.86	22193	5.2556	7.376e-08	1	1.4752e-07	1.09e-06	False
CD276_1989	CD276	663.93/747.62	7.7582/60.318/25.588	705.78	25.588	-4.7324	3501.8	17281	5.2531	7.48e-08	1	1.496e-07	1.1046e-06	False
GABRB3_4021	GABRB3	538.32/519.53	0/0/1.1125	528.93	0	-9.0497	176.54	12848	5.2529	7.4881e-08	1	1.4976e-07	1.1046e-06	False
UHRF1_11812	UHRF1	459.37/598.49	0/0/5.5627	528.93	0	-9.0496	9676.7	12848	5.2529	7.4881e-08	1	1.4976e-07	1.1046e-06	False
ANXA1_661	ANXA1	723.15/418.16	2.5861/0/21.138	570.65	2.5861	-7.3166	46508	13890	5.2527	7.4933e-08	1	1.4987e-07	1.1047e-06	False
MAVS_6655	MAVS	666.92/809.03	37.498/2431.8/31.151	737.97	37.498	-4.2627	10097	18091	5.2525	7.5034e-08	1	1.5007e-07	1.1055e-06	False
USP51_11922	USP51	570.02/948.41	46.549/226.99/10.013	759.22	46.549	-3.9989	71590	18627	5.2518	7.5324e-08	1	1.5065e-07	1.1091e-06	False
VTCN1_12054	VTCN1	725.54/648.2	38.791/11.111/20.026	686.87	20.026	-5.0319	2990.9	16805	5.2499	7.608e-08	1	1.5216e-07	1.1196e-06	False
FKBP1A_3705	FKBP1A	811.07/566.32	20.688/30.159/18.913	688.7	20.688	-4.991	29952	16851	5.2481	7.6836e-08	1	1.5367e-07	1.1301e-06	False
DHODH_2899	DHODH	722.55/574.12	217.23/3.1746/11.125	648.33	11.125	-5.7429	11016	15837	5.2479	7.6917e-08	1	1.5383e-07	1.1306e-06	False
AOC3_673	AOC3	509.61/628.7	2.5861/3.1746/0	569.16	2.5861	-7.3128	7091.2	13853	5.247	7.7311e-08	1	1.5462e-07	1.1355e-06	False
GRIN3A_4372	GRIN3A	574.81/797.33	0/25.397/20.026	686.07	20.026	-5.0302	24758	16785	5.2469	7.7343e-08	1	1.5469e-07	1.1355e-06	False
DRD4_3013	DRD4	679.48/479.57	0/3.1746/28.926	579.53	3.1746	-7.1196	19983	14112	5.2468	7.7386e-08	1	1.5477e-07	1.1355e-06	False
METTL1_6822	METTL1	937.88/263.18	90.512/4.7619/2.2251	600.53	4.7619	-6.7059	2.2761e+05	14638	5.2466	7.7486e-08	1	1.5497e-07	1.1363e-06	False
ACTL6A_209	ACTL6A	818.85/234.91	7.7582/0/0	526.88	0	-9.0441	1.7049e+05	12797	5.2449	7.817e-08	1	1.5634e-07	1.1456e-06	False
EZH1_3343	EZH1	495.85/557.55	24.568/0/0	526.7	0	-9.0436	1902.9	12792	5.2442	7.8464e-08	1	1.5693e-07	1.1493e-06	False
ADORA2B_293	ADORA2B	567.63/744.69	12.93/50.794/8.9003	656.16	12.93	-5.56	15676	16034	5.2428	7.9077e-08	1	1.5815e-07	1.1576e-06	False
TNFSF13B_11073	TNFSF13B	446.81/605.31	234.04/0/0	526.06	0	-9.0418	12561	12776	5.2418	7.953e-08	1	1.5906e-07	1.1635e-06	False
NEK11_7446	NEK11	334.96/716.43	1547.8/0/0	525.69	0	-9.0408	72760	12767	5.2403	8.0143e-08	1	1.6029e-07	1.1718e-06	False
MAVS_6589	MAVS	726.74/324.59	10.344/0/0	525.66	0	-9.0407	80862	12766	5.2402	8.0196e-08	1	1.6039e-07	1.1719e-06	False
YTHDF2_12381	YTHDF2	840.38/457.15	11.637/9.5239/67.865	648.77	11.637	-5.6842	73433	15848	5.2392	8.0632e-08	1	1.6126e-07	1.1776e-06	False
UBE2A_11746	UBE2A	577.2/893.83	67.238/38.095/0	735.52	38.095	-4.2356	50126	18029	5.2376	8.1355e-08	1	1.6271e-07	1.1874e-06	False
GLRA3_4265	GLRA3	754.25/694.01	33.619/0/120.15	724.13	33.619	-4.3886	1814.5	17743	5.2374	8.1418e-08	1	1.6284e-07	1.1876e-06	False
PDE3A_8038	PDE3A	661.54/423.03	40.084/1.5873/0	542.29	1.5873	-7.7141	28442	13181	5.2372	8.1532e-08	1	1.6306e-07	1.1886e-06	False
PGF_8182	PGF	829.02/803.18	7332.8/0/75.653	816.1	75.653	-3.4141	333.8	20062	5.2368	8.1687e-08	1	1.6337e-07	1.1902e-06	False
GLRA3_4268	GLRA3	707/803.18	46.549/91478/23.363	755.09	46.549	-3.9911	4625.5	18523	5.2361	8.1982e-08	1	1.6396e-07	1.1931e-06	False
KDM1A_5853	KDM1A	649.58/399.64	0/139.68/0	524.61	0	-9.0378	31234	12740	5.2361	8.1989e-08	1	1.6398e-07	1.1931e-06	False
GABRA4_3977	GABRA4	375.63/673.54	0/52.381/0	524.58	0	-9.0378	44375	12739	5.236	8.2029e-08	1	1.6406e-07	1.1931e-06	False
CA1_1551	CA1	748.87/708.63	38.791/0/35.601	728.75	35.601	-4.3174	809.49	17859	5.2356	8.2241e-08	1	1.6448e-07	1.1954e-06	False
KIAA1456_6132	KIAA1456	881.05/1390.9	4435.1/257.14/0	1136	257.14	-2.139	1.2999e+05	28182	5.2351	8.2428e-08	1	1.6486e-07	1.1975e-06	False
ITGAL_5288	ITGAL	690.85/357.73	0/0/11.125	524.29	0	-9.037	55485	12732	5.2349	8.2543e-08	1	1.6509e-07	1.1984e-06	False
IFNG_5037	IFNG	685.46/936.72	32.326/4323.8/73.428	811.09	73.428	-3.4477	31564	19936	5.2345	8.2714e-08	1	1.6543e-07	1.1998e-06	False
TRDMT1_11169	TRDMT1	750.06/1330.5	200.42/26.984/260.34	1040.3	200.42	-2.3701	1.6846e+05	25745	5.2344	8.2748e-08	1	1.655e-07	1.1998e-06	False
MAP2_6486	MAP2	577.8/873.36	2009.4/17.46/34.489	725.58	34.489	-4.3557	43678	17779	5.2344	8.2783e-08	1	1.6557e-07	1.1998e-06	False
ADORA3_306	ADORA3	787.15/591.66	21.982/1.5873/951.22	689.4	21.982	-4.9089	19107	16869	5.2342	8.2861e-08	1	1.6572e-07	1.2003e-06	False
ADRB3_391	ADRB3	599.33/594.59	2332.6/4.7619/1.1125	596.96	4.7619	-6.6974	11.263	14549	5.2328	8.3458e-08	1	1.6692e-07	1.2082e-06	False
GRIN2C_4352	GRIN2C	619.07/427.91	2.5861/0/0	523.49	0	-9.0348	18272	12712	5.2318	8.3938e-08	1	1.6788e-07	1.2144e-06	False
MMP19_7017	MMP19	754.25/471.77	6.4651/28.572/0	613.01	6.4651	-6.3619	39897	14951	5.2314	8.413e-08	1	1.6826e-07	1.2165e-06	False
KCNC1_5636	KCNC1	455.78/590.69	0/14.286/0	523.23	0	-9.0341	9100	12706	5.2308	8.439e-08	1	1.6878e-07	1.2196e-06	False
YTHDF2_12361	YTHDF2	735.71/701.81	223.69/14.286/32.264	718.76	32.264	-4.4355	574.63	17607	5.2306	8.4483e-08	1	1.6897e-07	1.2202e-06	False
PRKCB_8678	PRKCB	535.93/733	149.99/9.5239/0	634.46	9.5239	-5.9161	19418	15489	5.23	8.477e-08	1	1.6954e-07	1.2236e-06	False
USP38_11890	USP38	391.78/654.04	477.13/0/0	522.91	0	-9.0332	34392	12698	5.2295	8.4962e-08	1	1.6992e-07	1.2257e-06	False
CHRM4_2306	CHRM4	604.12/441.55	0/0/48.952	522.84	0	-9.033	13214	12696	5.2293	8.5098e-08	1	1.702e-07	1.227e-06	False
TUBA4A_11591	TUBA4A	683.67/361.63	0/0/231.41	522.65	0	-9.0325	51856	12691	5.2285	8.5435e-08	1	1.7087e-07	1.2311e-06	False
ATP2C1_950	ATP2C1	906.18/760.29	9.0512/85.715/109.03	833.23	85.715	-3.2661	10641	20495	5.2278	8.5791e-08	1	1.7158e-07	1.2355e-06	False
P2RY12_7862	P2RY12	660.94/1120	116.37/28.572/798.81	890.45	116.37	-2.9251	1.0535e+05	21943	5.2276	8.5849e-08	1	1.717e-07	1.2356e-06	False
CACNG1_1761	CACNG1	430.66/628.7	1.293/57.143/0	529.68	1.293	-7.8544	19611	12867	5.2273	8.5985e-08	1	1.7197e-07	1.2369e-06	False
ABAT_106	ABAT	671.11/373.32	911.59/0/0	522.22	0	-9.0313	44338	12680	5.2268	8.6214e-08	1	1.7243e-07	1.2395e-06	False
GABRR1_4102	GABRR1	523.37/737.87	9.0512/90.477/7.7878	630.62	9.0512	-5.9736	23006	15393	5.2265	8.6363e-08	1	1.7273e-07	1.2409e-06	False
MGAM_6892	MGAM	406.73/637.47	134.48/0/0	522.1	0	-9.031	26621	12678	5.2264	8.6417e-08	1	1.7283e-07	1.2409e-06	False
AR_754	AR	838.59/477.62	14.223/14.286/726.49	658.1	14.286	-5.4302	65149	16082	5.2263	8.6472e-08	1	1.7294e-07	1.241e-06	False
DHODH_2903	DHODH	528.15/515.63	11.637/0/0	521.89	0	-9.0304	78.39	12672	5.2256	8.6799e-08	1	1.736e-07	1.245e-06	False
ERBB2_3258	ERBB2	1376.9/833.4	2177.5/4.7619/240.31	1105.2	240.31	-2.1966	1.477e+05	27396	5.2251	8.704e-08	1	1.7408e-07	1.2477e-06	False
TRMT61A_11477	TRMT61A	686.06/574.12	9.0512/1.5873/343.78	630.09	9.0512	-5.9724	6265.9	15379	5.2245	8.7319e-08	1	1.7464e-07	1.251e-06	False
ASH1L_865	ASH1L	558.66/484.44	460.32/0/1.1125	521.55	1.1125	-7.9504	2754.1	12664	5.2243	8.7427e-08	1	1.7485e-07	1.2518e-06	False
FTO_3821	FTO	478.51/847.04	15.516/149.21/0	662.78	15.516	-5.3287	67908	16200	5.2238	8.7624e-08	1	1.7525e-07	1.2539e-06	False
FCGR1B_3563	FCGR1B	1030/409.39	9.0512/5200/33.376	719.69	33.376	-4.3899	1.9257e+05	17631	5.2229	8.8048e-08	1	1.761e-07	1.2593e-06	False
FGFR1_3669	FGFR1	422.88/702.78	2.5861/0/51.177	562.83	2.5861	-7.2967	39172	13695	5.2226	8.8232e-08	1	1.7646e-07	1.2607e-06	False
CALCR_1769	CALCR	760.23/594.59	19.395/15.873/265.9	677.41	19.395	-5.0558	13719	16567	5.2224	8.8303e-08	1	1.7661e-07	1.2607e-06	False
F5_3437	F5	631.03/652.1	1.293/11.111/102.35	641.56	11.111	-5.7294	221.8	15667	5.2223	8.835e-08	1	1.767e-07	1.2607e-06	False
KCNE1_5693	KCNE1	469.54/942.57	28.447/25.397/141.29	706.05	28.447	-4.5856	1.1188e+05	17288	5.2222	8.8394e-08	1	1.7679e-07	1.2607e-06	False
SETMAR_9937	SETMAR	465.95/822.67	11.637/147.62/0	644.31	11.637	-5.6742	63627	15736	5.2222	8.8423e-08	1	1.7685e-07	1.2607e-06	False
HTR3A_4928	HTR3A	684.27/357.73	0/0/1.1125	521	0	-9.0279	53315	12650	5.2221	8.8449e-08	1	1.769e-07	1.2607e-06	False
MMP20_7044	MMP20	590.36/1550.8	140.94/304.76/220.28	1070.6	220.28	-2.2758	4.6122e+05	26516	5.2218	8.8598e-08	1	1.772e-07	1.2621e-06	False
USP15_11838	USP15	579/842.17	10.344/30.159/55.627	710.58	30.159	-4.5133	34630	17402	5.2212	8.8883e-08	1	1.7777e-07	1.2644e-06	False
YTHDF3_12441	YTHDF3	943.86/1166.8	411.18/134.92/211.38	1055.3	211.38	-2.3143	24841	26127	5.2211	8.8939e-08	1	1.7788e-07	1.2644e-06	False
NSUN4_7641	NSUN4	370.84/670.62	31686/0/0	520.73	0	-9.0272	44931	12643	5.2211	8.8947e-08	1	1.7789e-07	1.2644e-06	False
TRMT12_11288	TRMT12	796.72/1050.8	135.77/712.7/36.714	923.74	135.77	-2.7573	32269	22786	5.221	8.8963e-08	1	1.7793e-07	1.2644e-06	False
TRMT2A_11365	TRMT2A	837.99/202.74	0/0/0	520.37	0	-9.0262	2.0177e+05	12634	5.2197	8.9629e-08	1	1.7926e-07	1.2731e-06	False
RSAD1_9484	RSAD1	549.09/595.56	0/3.1746/71.203	572.32	3.1746	-7.1016	1079.8	13932	5.219	8.9931e-08	1	1.7986e-07	1.2767e-06	False
FN1_3748	FN1	842.77/627.73	40.084/74.604/40.052	735.25	40.084	-4.1636	23123	18023	5.2182	9.0357e-08	1	1.8071e-07	1.282e-06	False
NISCH_7458	NISCH	823.04/1285.7	20.688/252.38/211.38	1054.4	211.38	-2.313	1.0702e+05	26103	5.2176	9.0624e-08	1	1.8125e-07	1.285e-06	False
PRMT1_8697	PRMT1	1033.6/288.52	15.516/3.1746/64.527	661.05	15.516	-5.325	2.7756e+05	16156	5.2172	9.0807e-08	1	1.8161e-07	1.2869e-06	False
GABRG1_4058	GABRG1	582.58/848.02	32.326/0/33.376	715.3	32.326	-4.4259	35227	17520	5.2168	9.1019e-08	1	1.8204e-07	1.2892e-06	False
VAMP2_11966	VAMP2	698.02/541.95	1.293/7.9365/8585.5	619.99	7.9365	-6.1187	12180	15126	5.2144	9.2191e-08	1	1.8438e-07	1.305e-06	False
RAMP1_9068	RAMP1	797.32/417.19	402.13/6.3492/0	607.25	6.3492	-6.3709	72250	14807	5.213	9.29e-08	1	1.858e-07	1.3143e-06	False
RXRA_9532	RXRA	850.55/853.86	28.447/222.22/97.904	852.21	97.904	-3.1088	5.4956	20975	5.2122	9.3286e-08	1	1.8657e-07	1.319e-06	False
ALOX5_617	ALOX5	975.56/1154.1	218.52/23.81/2279.6	1064.8	218.52	-2.2795	15935	26369	5.2117	9.357e-08	1	1.8714e-07	1.3223e-06	False
GSG2_4404	GSG2	593.95/784.66	0/23.81/64.527	689.3	23.81	-4.7983	18185	16866	5.2112	9.3795e-08	1	1.8759e-07	1.3238e-06	False
IL2RA_5119	IL2RA	440.83/595.56	0/19.048/0	518.19	0	-9.0201	11971	12580	5.2112	9.3817e-08	1	1.8763e-07	1.3238e-06	False
TRIM16_11187	TRIM16	580.19/456.17	0/0/1.1125	518.18	0	-9.0201	7690.2	12580	5.2111	9.3838e-08	1	1.8768e-07	1.3238e-06	False
HCRTR2_4540	HCRTR2	622.66/615.06	116.37/7.9365/0	618.86	7.9365	-6.1161	28.911	15098	5.2101	9.438e-08	1	1.8876e-07	1.3307e-06	False
C10orf54_1397	C10orf54	413.31/656.97	369.81/1.5873/0	535.14	1.5873	-7.695	29684	13003	5.2094	9.4706e-08	1	1.8941e-07	1.3346e-06	False
KCND1_5667	KCND1	797.32/536.1	1.293/17.46/193.58	666.71	17.46	-5.1767	34116	16298	5.209	9.4932e-08	1	1.8986e-07	1.337e-06	False
KDM7A_6085	KDM7A	514.4/555.6	9.0512/1.5873/0	535	1.5873	-7.6946	848.72	12999	5.2089	9.4991e-08	1	1.8998e-07	1.3371e-06	False
RAMP3_9083	RAMP3	584.38/450.33	0/87.302/0	517.35	0	-9.0178	8985.1	12559	5.2079	9.5491e-08	1	1.9098e-07	1.3433e-06	False
SETD1B_9856	SETD1B	268.56/12.672	3230/7.9365/439.45	140.62	439.45	1.637	32740	3293.1	5.2075	1	9.6373e-08	1.9275e-07	1.3522e-06	True
RBM14_9142	RBM14	558.66/797.33	20.688/88.889/15.576	677.99	20.688	-4.9684	28482	16582	5.2073	9.5825e-08	1	1.9165e-07	1.3469e-06	False
TRMT5_11433	TRMT5	549.09/737.87	67.238/6.3492/12.238	643.48	12.238	-5.6054	17819	15715	5.2072	9.585e-08	1	1.917e-07	1.3469e-06	False
TUBE1_11652	TUBE1	614.88/523.43	0/3.1746/579.63	569.16	3.1746	-7.0936	4181.8	13853	5.2068	9.6079e-08	1	1.9216e-07	1.3493e-06	False
PDCD1_8001	PDCD1	592.15/545.85	0/3.1746/369.36	569	3.1746	-7.0932	1072.1	13849	5.2062	9.6391e-08	1	1.9278e-07	1.3522e-06	False
NNMT_7469	NNMT	785.95/635.53	739.61/31.746/0	710.74	31.746	-4.4419	11314	17405	5.2053	9.6842e-08	1	1.9368e-07	1.3578e-06	False
MAP3K12_6522	MAP3K12	595.15/472.74	1.293/1.5873/1182.6	533.95	1.5873	-7.6918	7491	12973	5.2048	9.711e-08	1	1.9422e-07	1.3607e-06	False
PTGER2_8952	PTGER2	693.84/353.83	1.293/0/51.177	523.83	1.293	-7.8385	57804	12721	5.2046	9.7217e-08	1	1.9443e-07	1.3615e-06	False
IFNG_5031	IFNG	331.97/700.83	0/126.98/0	516.4	0	-9.0151	68031	12535	5.2042	9.7425e-08	1	1.9485e-07	1.3632e-06	False
GLRA3_4261	GLRA3	993.5/732.02	104.74/47.619/836.63	862.76	104.74	-3.0302	34186	21242	5.2041	9.7483e-08	1	1.9497e-07	1.3632e-06	False
TRMT2A_11349	TRMT2A	714.17/635.53	307.74/7.9365/20.026	674.85	20.026	-5.0065	3092.9	16503	5.204	9.7502e-08	1	1.95e-07	1.3632e-06	False
ADH1A_239	ADH1A	403.74/628.7	0/0/0	516.22	0	-9.0146	25303	12531	5.2035	9.7788e-08	1	1.9558e-07	1.3664e-06	False
KDM1A_5850	KDM1A	720.16/610.18	0/17.46/20.026	665.17	17.46	-5.1734	6047.1	16260	5.2031	9.8002e-08	1	1.96e-07	1.3686e-06	False
F2R_3431	F2R	696.23/821.7	545.66/47.619/52.29	758.96	52.29	-3.834	7871.1	18620	5.2025	9.8336e-08	1	1.9667e-07	1.3725e-06	False
CD3E_2017	CD3E	775.18/502.96	11.637/6.3492/204.71	639.07	11.637	-5.6625	37053	15605	5.202	9.8559e-08	1	1.9712e-07	1.3749e-06	False
YTHDC1_12244	YTHDC1	436.04/595.56	0/0/0	515.8	0	-9.0135	12723	12520	5.2019	9.8657e-08	1	1.9731e-07	1.3755e-06	False
METTL4_6876	METTL4	512/519.53	1598.2/0/0	515.77	0	-9.0134	28.331	12519	5.2017	9.8725e-08	1	1.9745e-07	1.3756e-06	False
EYA2_3318	EYA2	1103/1034.2	222.4/834.92/86.778	1068.6	222.4	-2.2593	2364.8	26465	5.2015	9.8848e-08	1	1.977e-07	1.3757e-06	False
HTR7_4958	HTR7	711.78/560.47	0/11.111/423.88	636.13	11.111	-5.7172	11448	15531	5.2014	9.8891e-08	1	1.9778e-07	1.3757e-06	False
ATIC_915	ATIC	681.88/815.85	47.842/19.048/134.62	748.86	47.842	-3.9404	8974.7	18366	5.2014	9.8893e-08	1	1.9779e-07	1.3757e-06	False
TRMT2B_11387	TRMT2B	651.97/379.17	1309.8/0/1.1125	515.57	1.1125	-7.9338	37209	12515	5.2009	9.9139e-08	1	1.9828e-07	1.3783e-06	False
MMP28_7113	MMP28	522.17/508.81	0/19.048/0	515.49	0	-9.0126	89.284	12513	5.2006	9.9302e-08	1	1.986e-07	1.3798e-06	False
CNR2_2461	CNR2	503.63/906.5	25.861/30.159/9605.7	705.07	30.159	-4.5021	81152	17263	5.2001	9.9577e-08	1	1.9915e-07	1.3827e-06	False
CD274_1948	CD274	449.8/782.71	214.64/7.9365/0	616.25	7.9365	-6.11	55415	15032	5.2	9.9624e-08	1	1.9925e-07	1.3827e-06	False
KCNA2_5551	KCNA2	433.05/597.51	0/1.5873/0	515.28	0	-9.012	13524	12507	5.1998	9.9743e-08	1	1.9949e-07	1.3835e-06	False
ACE2_184	ACE2	610.1/455.2	78.875/1.5873/0	532.65	1.5873	-7.6883	11997	12941	5.1997	9.9786e-08	1	1.9957e-07	1.3835e-06	False
VTCN1_12049	VTCN1	546.1/483.47	0/15.873/0	514.78	0	-9.0106	1961.3	12495	5.1979	1.0079e-07	1	2.0159e-07	1.3966e-06	False
TPH1_11128	TPH1	411.52/617.98	0/184.13/0	514.75	0	-9.0105	21313	12494	5.1977	1.0086e-07	1	2.0173e-07	1.3968e-06	False
KCND1_5661	KCND1	834.4/694.98	16.809/55.556/539.58	764.69	55.556	-3.759	9718.4	18765	5.1975	1.0101e-07	1	2.0202e-07	1.3981e-06	False
KCNN4_5792	KCNN4	718.36/465.92	5.1721/0/112.37	592.14	5.1721	-6.5865	31863	14428	5.1973	1.0108e-07	1	2.0217e-07	1.3983e-06	False
PPP5C_8529	PPP5C	486.28/542.93	0/34.921/1.1125	514.61	1.1125	-7.9311	1604.1	12490	5.1972	1.0117e-07	1	2.0234e-07	1.3987e-06	False
JADE3_5361	JADE3	610.7/418.16	0/0/0	514.43	0	-9.0096	18535	12486	5.1965	1.0155e-07	1	2.0309e-07	1.4032e-06	False
SCNN1B_9752	SCNN1B	693.84/825.6	999.51/28.572/53.402	759.72	53.402	-3.8056	8680.3	18639	5.1961	1.0174e-07	1	2.0348e-07	1.405e-06	False
ARRB1_864	ARRB1	335.55/693.03	0/0/0	514.29	0	-9.0093	63896	12483	5.196	1.0183e-07	1	2.0367e-07	1.4056e-06	False
AR_752	AR	641.8/510.76	3.8791/7.9365/0	576.28	3.8791	-6.8865	8585.8	14031	5.1944	1.0269e-07	1	2.0537e-07	1.4166e-06	False
HMGCR_4720	HMGCR	736.31/562.42	14.223/0/40.052	649.36	14.223	-5.4169	15118	15863	5.1938	1.0302e-07	1	2.0604e-07	1.4204e-06	False
HTR1F_4886	HTR1F	1053.3/424.98	3999.3/42.857/44.502	739.15	44.502	-4.0238	1.974e+05	18121	5.1933	1.0328e-07	1	2.0655e-07	1.4231e-06	False
ELP3_3150	ELP3	508.42/765.16	11.637/239.68/6.6753	636.79	11.637	-5.6573	32960	15547	5.1932	1.0333e-07	1	2.0667e-07	1.4231e-06	False
MTTP_7340	MTTP	715.97/551.7	20.688/11.111/1.1125	633.83	11.111	-5.712	13492	15473	5.1926	1.037e-07	1	2.0741e-07	1.4274e-06	False
CD274_1952	CD274	690.25/753.47	37.498/7.9365/89.003	721.86	37.498	-4.2309	1998.3	17685	5.1912	1.045e-07	1	2.09e-07	1.4376e-06	False
RNMTL1_9353	RNMTL1	627.44/639.42	25.861/11.111/2.2251	633.43	11.111	-5.7111	71.75	15463	5.191	1.0457e-07	1	2.0913e-07	1.4377e-06	False
MMP27_7102	MMP27	517.99/507.84	1.293/0/0	512.91	0	-9.0054	51.519	12448	5.1905	1.0484e-07	1	2.0968e-07	1.4407e-06	False
LCK_6336	LCK	487.48/538.05	6.4651/0/0	512.77	0	-9.005	1278.7	12445	5.19	1.0516e-07	1	2.1032e-07	1.4443e-06	False
GGCX_4181	GGCX	1029.4/546.82	9.0512/120.64/67.865	788.11	67.865	-3.5184	1.1644e+05	19355	5.1896	1.0538e-07	1	2.1076e-07	1.4449e-06	False
EZH1_3354	EZH1	504.83/520.51	0/1904.8/0	512.67	0	-9.0047	122.93	12442	5.1896	1.0538e-07	1	2.1076e-07	1.4449e-06	False
MPL_7179	MPL	399.55/625.78	0/0/70.09	512.67	0	-9.0047	25588	12442	5.1896	1.0538e-07	1	2.1076e-07	1.4449e-06	False
ING5_5231	ING5	666.32/358.7	47.842/0/0	512.51	0	-9.0043	47316	12438	5.189	1.0572e-07	1	2.1144e-07	1.4488e-06	False
CACNG1_1757	CACNG1	481.5/626.75	2.5861/3.1746/1.1125	554.13	2.5861	-7.2743	10549	13477	5.1888	1.0585e-07	1	2.1169e-07	1.4497e-06	False
FADS1_3478	FADS1	727.93/874.33	120.25/3.1746/74.54	801.13	74.54	-3.4085	10717	19684	5.1885	1.0599e-07	1	2.1198e-07	1.4509e-06	False
