sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CTRL0077_2715	CTRL0077	0/0	788.34/468.71	0.51413	628.52	8.6996	0	0.87859	670	1	0	0	0	True
NCOA3_7437	NCOA3	0/0	578.22/678.77	0.51413	628.5	8.6996	0	0.87859	669.97	1	0	0	0	True
NR3C2_7590	NR3C2	0/2.0565	789.09/1140.2	1.0283	964.64	8.8951	2.1147	2.0715	669.52	1	0	0	0	True
ARID4B_851	ARID4B	0/0	625.9/630.2	0.51413	628.05	8.6985	0	0.87859	669.49	1	0	0	0	True
NSD1_7593	NSD1	0/2.0565	1153.5/774.7	1.0283	964.08	8.8943	2.1147	2.0715	669.13	1	0	0	0	True
METTL3_6852	METTL3	0/0	542.45/712.77	0.51413	627.61	8.6975	0	0.87859	669.02	1	0	0	0	True
RC3H2_9153	RC3H2	0/1.0283	656.45/598.63	0.51413	627.54	8.6974	0.52867	0.87859	668.95	1	0	0	0	True
MAP1A_6477	MAP1A	0/0	339.03/915.56	0.51413	627.29	8.6968	0	0.87859	668.68	1	0	0	0	True
KCNJ1_5708	KCNJ1	0/2.0565	1154.2/772.27	1.0283	963.23	8.893	2.1147	2.0715	668.54	1	0	0	0	True
ADH1C_260	ADH1C	0/1.0283	612.49/641.13	0.51413	626.81	8.6957	0.52867	0.87859	668.17	1	0	0	0	True
HNRNPA2B1_4737	HNRNPA2B1	4.641/0	1321.1/1930.7	2.3205	1625.9	8.9365	10.769	5.9068	668.03	1	0	0	0	True
MYOD1_7360	MYOD1	1.1602/1.0283	962.7/1039.4	1.0943	1001.1	8.9023	0.008708	2.2407	668.02	1	0	0	0	True
FLT3_3732	FLT3	0/1.0283	620.69/632.63	0.51413	626.66	8.6953	0.52867	0.87859	668.01	1	0	0	0	True
THRB_10965	THRB	0/1.0283	688.49/564.63	0.51413	626.56	8.6951	0.52867	0.87859	667.9	1	0	0	0	True
EYA2_3313	EYA2	0/0	609.51/643.56	0.51413	626.54	8.6951	0	0.87859	667.88	1	0	0	0	True
TUBB1_11615	TUBB1	0/0	523.08/729.77	0.51413	626.43	8.6948	0	0.87859	667.76	1	0	0	0	True
RSAD1_9479	RSAD1	0/1.0283	444.09/808.7	0.51413	626.4	8.6947	0.52867	0.87859	667.73	1	0	0	0	True
PPARD_8493	PPARD	0/2.0565	735.44/1187.6	1.0283	961.49	8.8904	2.1147	2.0715	667.33	1	0	0	0	True
PTGER2_8943	PTGER2	0/1.0283	459/792.92	0.51413	625.96	8.6937	0.52867	0.87859	667.26	1	0	0	0	True
NOP2_7482	NOP2	0/1.0283	582.69/669.06	0.51413	625.87	8.6935	0.52867	0.87859	667.17	1	0	0	0	True
C9orf114_1509	C9orf114	0/0	548.41/703.06	0.51413	625.74	8.6932	0	0.87859	667.02	1	0	0	0	True
HTR1B_4868	HTR1B	0/2.0565	563.31/1358.8	1.0283	961.04	8.8897	2.1147	2.0715	667.02	1	0	0	0	True
RAG1_9057	RAG1	0/0	726.5/524.56	0.51413	625.53	8.6927	0	0.87859	666.8	1	0	0	0	True
SIRT2_10011	SIRT2	0/2.0565	936.62/984.77	1.0283	960.69	8.8892	2.1147	2.0715	666.78	1	0	0	0	True
INSR_5239	INSR	0/0	450.8/800.2	0.51413	625.5	8.6927	0	0.87859	666.77	1	0	0	0	True
HBA1_4487	HBA1	0/0	624.41/626.56	0.51413	625.49	8.6926	0	0.87859	666.76	1	0	0	0	True
MTNR1A_7305	MTNR1A	0/0	528.29/722.49	0.51413	625.39	8.6924	0	0.87859	666.65	1	0	0	0	True
SUPT3H_10527	SUPT3H	0/1.0283	730.97/519.71	0.51413	625.34	8.6923	0.52867	0.87859	666.59	1	0	0	0	True
MMP16_7004	MMP16	0/0	563.31/687.27	0.51413	625.29	8.6922	0	0.87859	666.55	1	0	0	0	True
KCNA5_5586	KCNA5	0/0	826.34/423.78	0.51413	625.06	8.6917	0	0.87859	666.3	1	0	0	0	True
PNLIP_8375	PNLIP	0/2.0565	926.19/993.27	1.0283	959.73	8.8877	2.1147	2.0715	666.11	1	0	0	0	True
KMT2B_6227	KMT2B	0/1.0283	732.46/517.28	0.51413	624.87	8.6912	0.52867	0.87859	666.09	1	0	0	0	True
DDR2_2888	DDR2	0/0	502.96/746.77	0.51413	624.87	8.6912	0	0.87859	666.09	1	0	0	0	True
ALKBH1_463	ALKBH1	0/0	626.65/622.92	0.51413	624.78	8.691	0	0.87859	666.01	1	0	0	0	True
MAPK11_6558	MAPK11	0/1.0283	611.75/637.49	0.51413	624.62	8.6906	0.52867	0.87859	665.83	1	0	0	0	True
PDE10A_8023	PDE10A	0/0	446.33/802.63	0.51413	624.48	8.6903	0	0.87859	665.68	1	0	0	0	True
MMP12_6963	MMP12	0/0	681.79/567.06	0.51413	624.43	8.6902	0	0.87859	665.62	1	0	0	0	True
PTGER3_8953	PTGER3	0/0	612.49/636.27	0.51413	624.38	8.6901	0	0.87859	665.58	1	0	0	0	True
YTHDF2_12385	YTHDF2	0/1.0283	676.57/571.92	0.51413	624.25	8.6898	0.52867	0.87859	665.43	1	0	0	0	True
KIAA1456_6155	KIAA1456	0/0	514.88/733.42	0.51413	624.15	8.6896	0	0.87859	665.33	1	0	0	0	True
NOP2_7500	NOP2	0/1.0283	455.27/792.92	0.51413	624.09	8.6894	0.52867	0.87859	665.27	1	0	0	0	True
NPR2_7557	NPR2	0/1.0283	1005.2/242.85	0.51413	624.01	8.6892	0.52867	0.87859	665.18	1	0	0	0	True
TGS1_10916	TGS1	0/0	673.59/574.35	0.51413	623.97	8.6891	0	0.87859	665.14	1	0	0	0	True
TAF5L_10727	TAF5L	0/0	856.89/390.99	0.51413	623.94	8.6891	0	0.87859	665.11	1	0	0	0	True
SLC25A4_10180	SLC25A4	0/0	594.61/653.27	0.51413	623.94	8.6891	0	0.87859	665.11	1	0	0	0	True
PRKAA1_8639	PRKAA1	0/0	475.39/772.27	0.51413	623.83	8.6888	0	0.87859	664.99	1	0	0	0	True
SDHD_9793	SDHD	0/0	745.87/501.49	0.51413	623.68	8.6885	0	0.87859	664.83	1	0	0	0	True
ELK4_3139	ELK4	0/1.0283	601.32/645.99	0.51413	623.65	8.6884	0.52867	0.87859	664.8	1	0	0	0	True
POLE4_8446	POLE4	0/1.0283	715.32/531.85	0.51413	623.58	8.6883	0.52867	0.87859	664.73	1	0	0	0	True
CD52_2055	CD52	0/1.0283	391.94/854.84	0.51413	623.39	8.6878	0.52867	0.87859	664.52	1	0	0	0	True
CACNA1S_1686	CACNA1S	0/0	739.16/507.56	0.51413	623.36	8.6877	0	0.87859	664.49	1	0	0	0	True
SUV420H2_10578	SUV420H2	0/0	617.71/628.99	0.51413	623.35	8.6877	0	0.87859	664.47	1	0	0	0	True
MRM1_7223	MRM1	0/1.0283	828.58/417.71	0.51413	623.14	8.6872	0.52867	0.87859	664.25	1	0	0	0	True
CD276_1980	CD276	0/0	722.77/523.35	0.51413	623.06	8.687	0	0.87859	664.17	1	0	0	0	True
NAA60_7389	NAA60	0/1.0283	603.55/642.35	0.51413	622.95	8.6868	0.52867	0.87859	664.05	1	0	0	0	True
VKORC1L1_12017	VKORC1L1	0/1.0283	603.55/642.35	0.51413	622.95	8.6868	0.52867	0.87859	664.05	1	0	0	0	True
PRKCA_8669	PRKCA	0/0	789.09/456.56	0.51413	622.83	8.6865	0	0.87859	663.92	1	0	0	0	True
DDC_2876	DDC	0/2.0565	788.34/1124.4	1.0283	956.38	8.8827	2.1147	2.0715	663.78	1	0	0	0	True
NAA50_7379	NAA50	0/1.0283	701.16/543.99	0.51413	622.58	8.6859	0.52867	0.87859	663.65	1	0	0	0	True
MMP21_7048	MMP21	0/0	719.04/525.78	0.51413	622.41	8.6855	0	0.87859	663.47	1	0	0	0	True
ARRB1_860	ARRB1	0/0	514.88/729.77	0.51413	622.33	8.6854	0	0.87859	663.38	1	0	0	0	True
NTRK1_7755	NTRK1	0/1.0283	370.33/874.27	0.51413	622.3	8.6853	0.52867	0.87859	663.35	1	0	0	0	True
PSMD2_8926	PSMD2	0/0	815.91/428.64	0.51413	622.27	8.6852	0	0.87859	663.33	1	0	0	0	True
KAT2B_5472	KAT2B	0/3.0848	996.98/1477.8	1.5424	1237.4	8.928	4.758	3.4723	663.21	1	0	0	0	True
KCNC2_5640	KCNC2	0/0	706.38/537.92	0.51413	622.15	8.6849	0	0.87859	663.19	1	0	0	0	True
CYP19A1_2794	CYP19A1	0/3.0848	1016.3/1458.3	1.5424	1237.3	8.928	4.758	3.4723	663.19	1	0	0	0	True
CSRP2BP_2590	CSRP2BP	0/1.0283	878.5/365.49	0.51413	622	8.6846	0.52867	0.87859	663.03	1	0	0	0	True
FSHR_3782	FSHR	0/0	389.7/853.63	0.51413	621.66	8.6838	0	0.87859	662.68	1	0	0	0	True
FCER1G_3543	FCER1G	0/3.0848	1185.5/1287.1	1.5424	1236.3	8.9268	4.758	3.4723	662.64	1	0	0	0	True
PNP_8391	PNP	0/1.0283	674.34/568.28	0.51413	621.31	8.683	0.52867	0.87859	662.3	1	0	0	0	True
PDE3A_8036	PDE3A	0/1.0283	474.64/767.42	0.51413	621.03	8.6823	0.52867	0.87859	662	1	0	0	0	True
CCL2_1873	CCL2	0/1.0283	615.47/625.35	0.51413	620.41	8.6809	0.52867	0.87859	661.34	1	0	0	0	True
ADORA2A_285	ADORA2A	0/1.0283	439.62/800.2	0.51413	619.91	8.6798	0.52867	0.87859	660.81	1	0	0	0	True
TADA1_10642	TADA1	0/2.0565	1059.6/843.91	1.0283	951.74	8.8757	2.1147	2.0715	660.56	1	0	0	0	True
CHRNA4_2350	CHRNA4	0/0	450.8/788.06	0.51413	619.43	8.6786	0	0.87859	660.29	1	0	0	0	True
C4B_1479	C4B	0/2.0565	896.38/1005.4	1.0283	950.9	8.8744	2.1147	2.0715	659.97	1	0	0	0	True
KMT2C_6239	KMT2C	0/0	660.18/577.99	0.51413	619.09	8.6778	0	0.87859	659.93	1	0	0	0	True
BRMS1L_1352	BRMS1L	0/1.0283	649.75/587.7	0.51413	618.73	8.677	0.52867	0.87859	659.54	1	0	0	0	True
SETMAR_9939	SETMAR	0/0	904.58/332.71	0.51413	618.64	8.6768	0	0.87859	659.46	1	0	0	0	True
SHMT1_9951	SHMT1	0/2.0565	843.48/1056.4	1.0283	949.95	8.873	2.1147	2.0715	659.31	1	0	0	0	True
KIAA1456_6136	KIAA1456	0/1.0283	525.31/711.56	0.51413	618.44	8.6763	0.52867	0.87859	659.23	1	0	0	0	True
TRMT44_11416	TRMT44	0/0	629.63/607.13	0.51413	618.38	8.6762	0	0.87859	659.18	1	0	0	0	True
MMP12_6965	MMP12	0/1.0283	666.89/569.49	0.51413	618.19	8.6757	0.52867	0.87859	658.97	1	0	0	0	True
TLR9_11033	TLR9	0/1.0283	632.61/603.49	0.51413	618.05	8.6754	0.52867	0.87859	658.82	1	0	0	0	True
MAP3K12_6522	MAP3K12	1.1602/0	741.4/588.92	0.58012	665.16	8.7197	0.67308	1.0179	658.72	1	0	0	0	True
TRMT1_11207	TRMT1	0/1.0283	608.02/627.78	0.51413	617.9	8.6751	0.52867	0.87859	658.66	1	0	0	0	True
LCK_6329	LCK	0/1.0283	807.71/427.42	0.51413	617.57	8.6743	0.52867	0.87859	658.31	1	0	0	0	True
YTHDC1_12247	YTHDC1	0/1.0283	636.34/598.63	0.51413	617.48	8.6741	0.52867	0.87859	658.22	1	0	0	0	True
BCR_1138	BCR	0/0	549.9/684.85	0.51413	617.37	8.6738	0	0.87859	658.1	1	0	0	0	True
PLAU_8315	PLAU	0/0	523.08/711.56	0.51413	617.32	8.6737	0	0.87859	658.04	1	0	0	0	True
EYA1_3305	EYA1	0/3.0848	967.92/1487.5	1.5424	1227.7	8.9167	4.758	3.4723	658.02	1	0	0	0	True
JAK2_5382	JAK2	0/0	619.94/614.42	0.51413	617.18	8.6734	0	0.87859	657.89	1	0	0	0	True
ADORA1_275	ADORA1	0/0	794.3/439.56	0.51413	616.93	8.6728	0	0.87859	657.63	1	0	0	0	True
DRD5_3026	DRD5	0/2.0565	996.23/898.56	1.0283	947.39	8.8691	2.1147	2.0715	657.54	1	0	0	0	True
CD274_1943	CD274	0/1.0283	1041.7/191.85	0.51413	616.77	8.6724	0.52867	0.87859	657.45	1	0	0	0	True
EZH1_3373	EZH1	0/1.0283	627.39/605.92	0.51413	616.66	8.6722	0.52867	0.87859	657.33	1	0	0	0	True
PLA2G6_8296	PLA2G6	0/0	783.87/449.28	0.51413	616.57	8.672	0	0.87859	657.25	1	0	0	0	True
HLCS_4697	HLCS	1.1602/1.0283	886.7/1083.1	1.0943	984.91	8.8789	0.008708	2.2407	657.24	1	0	0	0	True
POLE3_8435	POLE3	0/3.0848	1229.5/1222.8	1.5424	1226.1	8.9149	4.758	3.4723	657.17	1	0	0	0	True
IL6_5169	IL6	0/2.0565	1031.3/862.13	1.0283	946.69	8.868	2.1147	2.0715	657.05	1	0	0	0	True
LacZ:23-42_LacZ_-_6324	LacZ:23-42_LacZ_-	0/1.0283	671.36/560.99	0.51413	616.17	8.671	0.52867	0.87859	656.82	1	0	0	0	True
GABRG3_4073	GABRG3	0/0	318.91/913.13	0.51413	616.02	8.6707	0	0.87859	656.66	1	0	0	0	True
CSF2RA_2561	CSF2RA	0/2.0565	860.62/1030.9	1.0283	945.76	8.8666	2.1147	2.0715	656.4	1	0	0	0	True
ADH1A_238	ADH1A	0/0	705.63/525.78	0.51413	615.7	8.6699	0	0.87859	656.32	1	0	0	0	True
MECP2_6736	MECP2	0/0	1032/199.14	0.51413	615.57	8.6696	0	0.87859	656.17	1	0	0	0	True
LEF1_6356	LEF1	0/0	631.12/599.85	0.51413	615.48	8.6694	0	0.87859	656.08	1	0	0	0	True
MMP12_6959	MMP12	0/0	629.63/601.06	0.51413	615.35	8.6691	0	0.87859	655.94	1	0	0	0	True
ALAD_431	ALAD	0/1.0283	651.24/579.2	0.51413	615.22	8.6688	0.52867	0.87859	655.8	1	0	0	0	True
NSUN4_7692	NSUN4	0/1.0283	352.44/877.91	0.51413	615.18	8.6687	0.52867	0.87859	655.76	1	0	0	0	True
MR1_7195	MR1	0/0	748.1/482.06	0.51413	615.08	8.6685	0	0.87859	655.66	1	0	0	0	True
YTHDC2_12305	YTHDC2	0/3.0848	1194.4/1250.7	1.5424	1222.6	8.9107	4.758	3.4723	655.26	1	0	0	0	True
HDAC8_4644	HDAC8	1.1602/2.0565	1566.3/944.7	1.6084	1255.5	8.912	0.40168	3.6649	654.97	1	0	0	0	True
HDAC3_4597	HDAC3	0/0	721.28/507.56	0.51413	614.42	8.6669	0	0.87859	654.95	1	0	0	0	True
CTRL0024_2662	CTRL0024	1.1602/0	665.4/655.7	0.58012	660.55	8.7097	0.67308	1.0179	654.16	1	0	0	0	True
TXNRD1_11671	TXNRD1	0/3.0848	1215.3/1225.2	1.5424	1220.2	8.9079	4.758	3.4723	654.02	1	0	0	0	True
F2_3421	F2	0/2.0565	1073/811.13	1.0283	942.05	8.8609	2.1147	2.0715	653.83	1	0	0	0	True
F9_3470	F9	0/1.0283	821.13/405.56	0.51413	613.35	8.6644	0.52867	0.87859	653.8	1	0	0	0	True
TRMT44_11421	TRMT44	0/0	755.56/471.13	0.51413	613.35	8.6644	0	0.87859	653.8	1	0	0	0	True
TGS1_10927	TGS1	0/0	840.5/386.14	0.51413	613.32	8.6643	0	0.87859	653.77	1	0	0	0	True
NSUN6_7740	NSUN6	0/1.0283	611/615.63	0.51413	613.32	8.6643	0.52867	0.87859	653.77	1	0	0	0	True
SCN1A_9649	SCN1A	0/2.0565	942.58/941.06	1.0283	941.82	8.8606	2.1147	2.0715	653.66	1	0	0	0	True
IFNG_5028	IFNG	0/0	694.46/531.85	0.51413	613.15	8.664	0	0.87859	653.6	1	0	0	0	True
ADH1B_246	ADH1B	0/0	540.21/686.06	0.51413	613.14	8.6639	0	0.87859	653.58	1	0	0	0	True
NOP2_7485	NOP2	0/1.0283	698.18/526.99	0.51413	612.59	8.6626	0.52867	0.87859	652.99	1	0	0	0	True
YTHDC1_12236	YTHDC1	0/0	949.29/275.64	0.51413	612.46	8.6623	0	0.87859	652.86	1	0	0	0	True
AR_718	AR	0/1.0283	514.14/710.35	0.51413	612.24	8.6618	0.52867	0.87859	652.62	1	0	0	0	True
ALKBH8_590	ALKBH8	0/2.0565	637.08/1243.4	1.0283	940.24	8.8582	2.1147	2.0715	652.57	1	0	0	0	True
IL2RA_5124	IL2RA	0/0	748.85/474.78	0.51413	611.81	8.6608	0	0.87859	652.17	1	0	0	0	True
KCNK2_5750	KCNK2	0/0	479.11/744.34	0.51413	611.73	8.6606	0	0.87859	652.08	1	0	0	0	True
IL5_5164	IL5	0/0	443.35/779.56	0.51413	611.45	8.66	0	0.87859	651.78	1	0	0	0	True
PAXIP1_7950	PAXIP1	0/1.0283	584.92/637.49	0.51413	611.21	8.6594	0.52867	0.87859	651.52	1	0	0	0	True
SSTR5_10481	SSTR5	0/1.0283	685.51/536.71	0.51413	611.11	8.6592	0.52867	0.87859	651.42	1	0	0	0	True
ADRA2C_365	ADRA2C	0/0	402.37/819.63	0.51413	611	8.6589	0	0.87859	651.3	1	0	0	0	True
ADORA3_301	ADORA3	0/0	608.02/613.2	0.51413	610.61	8.658	0	0.87859	650.89	1	0	0	0	True
KIAA1456_6143	KIAA1456	0/1.0283	506.68/713.99	0.51413	610.34	8.6573	0.52867	0.87859	650.59	1	0	0	0	True
SDHD_9798	SDHD	1.1602/2.0565	1190.7/1302.9	1.6084	1246.8	8.902	0.40168	3.6649	650.44	1	0	0	0	True
TXNRD1_11676	TXNRD1	0/1.0283	740.65/479.63	0.51413	610.14	8.6569	0.52867	0.87859	650.39	1	0	0	0	True
MSL3_7272	MSL3	0/0	608.77/610.78	0.51413	609.77	8.656	0	0.87859	649.99	1	0	0	0	True
CAT_1830	CAT	0/0	660.92/558.56	0.51413	609.74	8.6559	0	0.87859	649.96	1	0	0	0	True
MGEA5_6908	MGEA5	0/3.0848	954.5/1470.5	1.5424	1212.5	8.8988	4.758	3.4723	649.86	1	0	0	0	True
PKN1_8258	PKN1	0/1.0283	364.37/854.84	0.51413	609.6	8.6556	0.52867	0.87859	649.81	1	0	0	0	True
CYP11B1_2774	CYP11B1	0/5.1413	1851.6/1530	2.5707	1690.8	8.8881	13.217	6.7598	649.33	1	0	0	0	True
P2RX4_7848	P2RX4	0/0	493.27/724.92	0.51413	609.09	8.6544	0	0.87859	649.27	1	0	0	0	True
TLR2_11011	TLR2	0/0	616.96/601.06	0.51413	609.01	8.6542	0	0.87859	649.18	1	0	0	0	True
KDM1A_5871	KDM1A	0/2.0565	537.98/1332	1.0283	935.01	8.8501	2.1147	2.0715	648.93	1	0	0	0	True
EZH1_3358	EZH1	0/1.0283	826.34/390.99	0.51413	608.67	8.6534	0.52867	0.87859	648.81	1	0	0	0	True
RNF168_9226	RNF168	0/1.0283	755.56/461.42	0.51413	608.49	8.653	0.52867	0.87859	648.62	1	0	0	0	True
TUBD1_11648	TUBD1	0/0	938.86/278.07	0.51413	608.46	8.6529	0	0.87859	648.59	1	0	0	0	True
P2RY2_7865	P2RY2	0/1.0283	597.59/619.28	0.51413	608.43	8.6528	0.52867	0.87859	648.56	1	0	0	0	True
USP38_11894	USP38	0/0	426.21/790.49	0.51413	608.35	8.6526	0	0.87859	648.47	1	0	0	0	True
TRMT61A_11493	TRMT61A	0/1.0283	638.57/577.99	0.51413	608.28	8.6525	0.52867	0.87859	648.4	1	0	0	0	True
DDC_2869	DDC	0/0	469.43/746.77	0.51413	608.1	8.652	0	0.87859	648.21	1	0	0	0	True
NSUN3_7632	NSUN3	0/1.0283	647.51/568.28	0.51413	607.89	8.6516	0.52867	0.87859	647.99	1	0	0	0	True
KMT2E_6257	KMT2E	0/1.0283	722.77/492.99	0.51413	607.88	8.6515	0.52867	0.87859	647.97	1	0	0	0	True
TOP1MT_11100	TOP1MT	0/0	947.05/268.35	0.51413	607.7	8.6511	0	0.87859	647.78	1	0	0	0	True
SMYD1_10358	SMYD1	0/0	467.19/747.99	0.51413	607.59	8.6508	0	0.87859	647.66	1	0	0	0	True
KAT6A_5494	KAT6A	0/1.0283	675.83/539.13	0.51413	607.48	8.6506	0.52867	0.87859	647.55	1	0	0	0	True
CDK5RAP1_2144	CDK5RAP1	0/1.0283	517.86/696.99	0.51413	607.42	8.6504	0.52867	0.87859	647.49	1	0	0	0	True
EGF_3085	EGF	0/1.0283	686.26/528.21	0.51413	607.23	8.65	0.52867	0.87859	647.28	1	0	0	0	True
VDR_11969	VDR	1.1602/1.0283	982.82/956.84	1.0943	969.83	8.8566	0.008708	2.2407	647.16	1	0	0	0	True
CD276_1978	CD276	0/2.0565	713.08/1151.1	1.0283	932.1	8.8456	2.1147	2.0715	646.91	1	0	0	0	True
LEO1_6367	LEO1	1.1602/1.0283	928.42/1010.3	1.0943	969.35	8.8559	0.008708	2.2407	646.84	1	0	0	0	True
IRF7_5261	IRF7	0/1.0283	593.12/620.49	0.51413	606.8	8.649	0.52867	0.87859	646.82	1	0	0	0	True
ING3_5212	ING3	0/1.0283	461.23/751.63	0.51413	606.43	8.6481	0.52867	0.87859	646.43	1	0	0	0	True
OPRK1_7824	OPRK1	0/0	557.35/654.49	0.51413	605.92	8.6469	0	0.87859	645.88	1	0	0	0	True
IL1R1_5113	IL1R1	0/0	605.79/605.92	0.51413	605.85	8.6467	0	0.87859	645.81	1	0	0	0	True
PRMT5_8739	PRMT5	0/0	756.3/455.35	0.51413	605.83	8.6466	0	0.87859	645.78	1	0	0	0	True
PRMT7_8815	PRMT7	1.1602/0	599.82/703.06	0.58012	651.44	8.6897	0.67308	1.0179	645.13	1	0	0	0	True
BDKRB2_1146	BDKRB2	0/0	479.86/729.77	0.51413	604.82	8.6442	0	0.87859	644.7	1	0	0	0	True
PHF2_8226	PHF2	0/0	702.65/506.35	0.51413	604.5	8.6435	0	0.87859	644.37	1	0	0	0	True
GABRB1_4002	GABRB1	0/2.0565	1078.2/778.34	1.0283	928.27	8.8397	2.1147	2.0715	644.25	1	0	0	0	True
RPS6KA5_9429	RPS6KA5	0/1.0283	396.41/812.34	0.51413	604.37	8.6432	0.52867	0.87859	644.23	1	0	0	0	True
TPO_11159	TPO	0/1.0283	574.49/633.85	0.51413	604.17	8.6427	0.52867	0.87859	644.01	1	0	0	0	True
AR_778	AR	0/2.0565	686.26/1169.3	1.0283	927.8	8.839	2.1147	2.0715	643.92	1	0	0	0	True
ATM_928	ATM	0/1.0283	694.46/513.63	0.51413	604.04	8.6424	0.52867	0.87859	643.88	1	0	0	0	True
CKMT2_2421	CKMT2	0/0	421/786.84	0.51413	603.92	8.6421	0	0.87859	643.75	1	0	0	0	True
BRD4_1294	BRD4	0/1.0283	612.49/594.99	0.51413	603.74	8.6417	0.52867	0.87859	643.56	1	0	0	0	True
KCNA5_5585	KCNA5	1.1602/0	581.94/717.63	0.58012	649.79	8.686	0.67308	1.0179	643.49	1	0	0	0	True
AR_732	AR	0/0	517.86/688.49	0.51413	603.17	8.6403	0	0.87859	642.95	1	0	0	0	True
HNRNPA2B1_4746	HNRNPA2B1	0/1.0283	981.33/224.64	0.51413	602.98	8.6399	0.52867	0.87859	642.75	1	0	0	0	True
CHRNA3_2347	CHRNA3	1.1602/0	799.52/497.85	0.58012	648.68	8.6836	0.67308	1.0179	642.39	1	0	0	0	True
PDCD1LG2_8014	PDCD1LG2	0/2.0565	689.98/1160.8	1.0283	925.41	8.8353	2.1147	2.0715	642.26	1	0	0	0	True
ONECUT2_7799	ONECUT2	2.3205/3.0848	1592.3/1865.1	2.7026	1728.7	8.8678	0.2921	7.2223	642.26	1	0	0	0	True
NPR2_7559	NPR2	0/1.0283	637.83/567.06	0.51413	602.44	8.6386	0.52867	0.87859	642.17	1	0	0	0	True
KCNE1_5689	KCNE1	0/0	327.85/876.7	0.51413	602.28	8.6382	0	0.87859	641.99	1	0	0	0	True
RSAD1_9477	RSAD1	0/1.0283	527.55/676.35	0.51413	601.95	8.6374	0.52867	0.87859	641.64	1	0	0	0	True
HCRTR1_4531	HCRTR1	0/1.0283	350.95/852.41	0.51413	601.68	8.6368	0.52867	0.87859	641.36	1	0	0	0	True
KDM4C_6009	KDM4C	0/0	445.58/757.7	0.51413	601.64	8.6367	0	0.87859	641.32	1	0	0	0	True
MRM1_7224	MRM1	0/3.0848	1081.2/1311.4	1.5424	1196.3	8.8794	4.758	3.4723	641.16	1	0	0	0	True
KCND1_5660	KCND1	0/0	332.33/870.63	0.51413	601.48	8.6363	0	0.87859	641.14	1	0	0	0	True
CACNA1S_1685	CACNA1S	0/1.0283	403.86/798.99	0.51413	601.42	8.6361	0.52867	0.87859	641.08	1	0	0	0	True
MAVS_6609	MAVS	0/0	570.02/632.63	0.51413	601.33	8.6359	0	0.87859	640.98	1	0	0	0	True
TEK_10843	TEK	1.1602/0	865.83/428.64	0.58012	647.23	8.6803	0.67308	1.0179	640.96	1	0	0	0	True
SUV39H1_10548	SUV39H1	0/1.0283	628.14/573.13	0.51413	600.64	8.6343	0.52867	0.87859	640.24	1	0	0	0	True
GABRR2_4113	GABRR2	0/0	337.54/863.34	0.51413	600.44	8.6338	0	0.87859	640.04	1	0	0	0	True
PBX1_7957	PBX1	0/0	623.67/576.78	0.51413	600.22	8.6333	0	0.87859	639.8	1	0	0	0	True
KDM2A_5909	KDM2A	0/1.0283	442.6/757.7	0.51413	600.15	8.6331	0.52867	0.87859	639.73	1	0	0	0	True
UIMC1_11819	UIMC1	0/1.0283	689.98/509.99	0.51413	599.99	8.6327	0.52867	0.87859	639.55	1	0	0	0	True
USP21_11853	USP21	0/1.0283	528.29/671.49	0.51413	599.89	8.6325	0.52867	0.87859	639.45	1	0	0	0	True
KIAA1456_6117	KIAA1456	1.1602/0	601.32/689.7	0.58012	645.51	8.6765	0.67308	1.0179	639.25	1	0	0	0	True
ASH1L_871	ASH1L	0/2.0565	1279.4/562.2	1.0283	920.79	8.828	2.1147	2.0715	639.05	1	0	0	0	True
MBIP_6691	MBIP	0/0	467.94/730.99	0.51413	599.46	8.6314	0	0.87859	638.99	1	0	0	0	True
GABRA1_3940	GABRA1	0/1.0283	535.74/662.99	0.51413	599.37	8.6312	0.52867	0.87859	638.89	1	0	0	0	True
CD86_2093	CD86	0/1.0283	607.28/591.35	0.51413	599.31	8.6311	0.52867	0.87859	638.83	1	0	0	0	True
TUBB1_11613	TUBB1	0/2.0565	603.55/1237.3	1.0283	920.44	8.8275	2.1147	2.0715	638.81	1	0	0	0	True
IMPDH1_5190	IMPDH1	1.1602/0	624.41/665.42	0.58012	644.92	8.6752	0.67308	1.0179	638.66	1	0	0	0	True
SCN3A_9682	SCN3A	0/0	263.77/933.77	0.51413	598.77	8.6298	0	0.87859	638.25	1	0	0	0	True
S1PR5_9583	S1PR5	0/0	451.55/745.56	0.51413	598.55	8.6292	0	0.87859	638.02	1	0	0	0	True
MMP21_7050	MMP21	0/0	566.29/630.2	0.51413	598.25	8.6285	0	0.87859	637.7	1	0	0	0	True
CD276_1973	CD276	0/1.0283	385.23/811.13	0.51413	598.18	8.6283	0.52867	0.87859	637.62	1	0	0	0	True
TRMT10A_11216	TRMT10A	1.1602/1.0283	940.35/970.2	1.0943	955.27	8.8348	0.008708	2.2407	637.44	1	0	0	0	True
RYR1_9575	RYR1	0/0	684.77/511.21	0.51413	597.99	8.6279	0	0.87859	637.42	1	0	0	0	True
IFNG_5031	IFNG	1.1602/0	413.54/873.06	0.58012	643.3	8.6716	0.67308	1.0179	637.06	1	0	0	0	True
