sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
SLC22A11_10152	SLC22A11	0/0.75731	0/50.971/176.59	0.37866	50.971	5.2364	0.28676	0.61071	64.74	1	0	0	0	True
SETD2_9863	SETD2	0/0	0/50.971/9639.8	0.37866	50.971	5.2364	0	0.61071	64.74	1	0	0	0	True
AAVS0045_45	AAVS	0/0	242.01/50.971/0	0.37866	50.971	5.2364	0	0.61071	64.74	1	0	0	0	True
MS4A2_7243	MS4A2	0/0	1151.9/50.971/0	0.37866	50.971	5.2364	0	0.61071	64.74	1	0	0	0	True
SMS_10347	SMS	0/6.8158	115.07/205.34/382.78	3.4079	205.34	5.5488	23.228	9.7316	64.732	1	0	0	0	True
TRMT61A_11468	TRMT61A	1.709/22.719	493.51/907.29/31.643	12.214	493.51	5.2258	220.72	55.353	64.691	1	0	0	0	True
CACNA1S_1687	CACNA1S	4.2725/1.5146	3052.4/8.738/183.73	2.8936	183.73	5.5682	3.803	7.8378	64.595	1	0	0	0	True
TYR_11693	TYR	8.5451/1.5146	864.83/59.709/266.41	5.0299	266.41	5.4708	24.714	16.387	64.569	1	0	0	0	True
IFNAR1_5015	IFNAR1	0/1.5146	90.161/26.214/77.576	0.75731	77.576	5.4826	1.147	1.4156	64.565	1	0	0	0	True
ELK4_3135	ELK4	0.85451/0	54.571/8.738/4236.1	0.42725	54.571	5.283	0.36509	0.70553	64.46	1	0	0	0	True
HUWE1_4963	HUWE1	0.85451/0	54.571/8.738/2150.7	0.42725	54.571	5.283	0.36509	0.70553	64.46	1	0	0	0	True
GCGR_4169	GCGR	0/7.5731	8.3043/1041.3/219.46	3.7866	219.46	5.5254	28.676	11.196	64.455	1	0	0	0	True
TSHR_11567	TSHR	5.1271/0.75731	185.07/66.991/1759.8	2.9422	185.07	5.5607	9.5473	8.0118	64.344	1	0	0	0	True
NSUN5P2_7729	NSUN5P2	0/22.719	80.67/578.16/466.48	11.36	466.48	5.2412	258.09	50.04	64.338	1	0	0	0	True
USP50_11913	USP50	0/3.0293	119.82/632.05/0	1.5146	119.82	5.5864	4.5882	3.3819	64.331	1	0	0	0	True
PDCD1LG2_8009	PDCD1LG2	0/12.117	301.33/77.185/2071.1	6.0585	301.33	5.4206	73.411	21.084	64.304	1	0	0	0	True
ITGA2B_5275	ITGA2B	0/1.5146	0/77.185/515.47	0.75731	77.185	5.4755	1.147	1.4156	64.237	1	0	0	0	True
TRMT10A_11232	TRMT10A	0/1.5146	256.25/77.185/1.0207	0.75731	77.185	5.4755	1.147	1.4156	64.237	1	0	0	0	True
CACNA1A_1612	CACNA1A	0/1.5146	77.111/0/345.01	0.75731	77.111	5.4741	1.147	1.4156	64.175	1	0	0	0	True
CACNA2D1_1696	CACNA2D1	0/1.5146	77.111/808.26/9.1866	0.75731	77.111	5.4741	1.147	1.4156	64.175	1	0	0	0	True
WBSCR22_12082	WBSCR22	0/1.5146	77.111/13.107/4366.7	0.75731	77.111	5.4741	1.147	1.4156	64.175	1	0	0	0	True
HTR2C_4918	HTR2C	0/3.7866	46.267/767.48/137.8	1.8933	137.8	5.5842	7.169	4.5054	64.029	1	0	0	0	True
SLC8A1_10291	SLC8A1	0.85451/6.8158	219.47/343.69/0	3.8352	219.47	5.5109	17.769	11.388	63.898	1	0	0	0	True
RRM2B_9465	RRM2B	0/3.0293	118.63/40.777/1331	1.5146	118.63	5.5721	4.5882	3.3819	63.686	1	0	0	0	True
SI_9969	SI	0.85451/0	620.45/53.884/2.0415	0.42725	53.884	5.2651	0.36509	0.70553	63.642	1	0	0	0	True
PNLIP_8383	PNLIP	0.85451/0	22.54/53.884/4060.5	0.42725	53.884	5.2651	0.36509	0.70553	63.642	1	0	0	0	True
luciferase:1551-1570_luciferase_+_6438	luciferase:1551-1570_luciferase_+	93.141/228.71	21.354/3269.5/3172.5	160.93	3172.5	4.2927	9189.2	2246.5	63.538	1	0	0	0	True
KDM4A_5990	KDM4A	0/0.75731	577.74/1.4563/50.016	0.37866	50.016	5.2096	0.28676	0.61071	63.517	1	0	0	0	True
HCAR2_4502	HCAR2	0/0.75731	54.571/0/50.016	0.37866	50.016	5.2096	0.28676	0.61071	63.517	1	0	0	0	True
GAMT_4130	GAMT	0/0	125.75/0/50.016	0.37866	50.016	5.2096	0	0.61071	63.517	1	0	0	0	True
TNF_11041	TNF	0.85451/1.5146	43.894/174.76/101.05	1.1846	101.05	5.5458	0.21788	2.4747	63.484	1	0	0	0	True
TNFSF11_11065	TNFSF11	20.508/1.5146	1440.2/450/175.57	11.011	450	5.2307	180.38	47.922	63.415	1	0	0	0	True
GABRP_4081	GABRP	0/6.8158	83.043/847.58/201.09	3.4079	201.09	5.5187	23.228	9.7316	63.367	1	0	0	0	True
AR_825	AR	0.85451/1.5146	100.84/1252.4/30.622	1.1846	100.84	5.5428	0.21788	2.4747	63.347	1	0	0	0	True
ITGB3_5323	ITGB3	0/0.75731	49.826/250.49/0	0.37866	49.826	5.2042	0.28676	0.61071	63.274	1	0	0	0	True
SLC22A11_10150	SLC22A11	0/0.75731	49.826/0/466.48	0.37866	49.826	5.2042	0.28676	0.61071	63.274	1	0	0	0	True
RUVBL1_9516	RUVBL1	0/0.75731	49.826/40.777/297.03	0.37866	49.826	5.2042	0.28676	0.61071	63.274	1	0	0	0	True
RNF20_9250	RNF20	0/0.75731	49.826/308.74/0	0.37866	49.826	5.2042	0.28676	0.61071	63.274	1	0	0	0	True
DPEP1_2950	DPEP1	0/0.75731	49.826/249.03/0	0.37866	49.826	5.2042	0.28676	0.61071	63.274	1	0	0	0	True
ALKBH1_468	ALKBH1	0/0.75731	49.826/7.2816/302.14	0.37866	49.826	5.2042	0.28676	0.61071	63.274	1	0	0	0	True
MGAM_6889	MGAM	0/0	49.826/0/162.3	0.37866	49.826	5.2042	0	0.61071	63.274	1	0	0	0	True
AAVS0032_32	AAVS	0/0	49.826/7.2816/236.81	0.37866	49.826	5.2042	0	0.61071	63.274	1	0	0	0	True
PRDM9_8616	PRDM9	17.945/0.75731	3.559/2775.8/400.13	9.351	400.13	5.2762	147.7	38.216	63.213	1	0	0	0	True
GTF3C4_4448	GTF3C4	0/1.5146	75.925/13.107/1106.5	0.75731	75.925	5.452	1.147	1.4156	63.178	1	0	0	0	True
JUN_5425	JUN	0/1.5146	75.925/4291.8/39.809	0.75731	75.925	5.452	1.147	1.4156	63.178	1	0	0	0	True
PCGF1_7969	PCGF1	0/1.5146	75.925/5.8253/1854.7	0.75731	75.925	5.452	1.147	1.4156	63.178	1	0	0	0	True
CD3E_2018	CD3E	0.85451/0	53.385/1.4563/1957.8	0.42725	53.385	5.2519	0.36509	0.70553	63.048	1	0	0	0	True
TRPV3_11547	TRPV3	0/0.75731	71.18/49.515/8.1659	0.37866	49.515	5.1954	0.28676	0.61071	62.876	1	0	0	0	True
KANSL2_5444	KANSL2	0/0	185.07/49.515/0	0.37866	49.515	5.1954	0	0.61071	62.876	1	0	0	0	True
PTGIR_8990	PTGIR	0/0	37.963/49.515/1071.8	0.37866	49.515	5.1954	0	0.61071	62.876	1	0	0	0	True
JADE1_5342	JADE1	0.85451/1.5146	99.652/53.884/3890	1.1846	99.652	5.5259	0.21788	2.4747	62.593	1	0	0	0	True
HNRNPA2B1_4737	HNRNPA2B1	3.418/0	125.75/29.127/2686.6	1.709	125.75	5.5481	5.8415	3.9482	62.426	1	0	0	0	True
PRMT6_8768	PRMT6	1.709/1.5146	121.01/267.96/1.0207	1.6118	121.01	5.5457	0.018894	3.6623	62.389	1	0	0	0	True
YTHDF2_12397	YTHDF2	19.654/1.5146	430.64/71.36/6180.6	10.584	430.64	5.2196	164.51	45.361	62.368	1	0	0	0	True
PRKCA_8671	PRKCA	0.85451/2.2719	27.286/40522/118.41	1.5632	118.41	5.5418	1.0046	3.5214	62.265	1	0	0	0	True
KANSL2_5447	KANSL2	0/0.75731	30.845/2803.4/48.995	0.37866	48.995	5.1805	0.28676	0.61071	62.211	1	0	0	0	True
ABAT_107	ABAT	0/0.75731	102.02/0/48.995	0.37866	48.995	5.1805	0.28676	0.61071	62.211	1	0	0	0	True
EPC1_3229	EPC1	0/0	74.739/0/48.995	0.37866	48.995	5.1805	0	0.61071	62.211	1	0	0	0	True
NCOA2_7424	NCOA2	0/0	37.963/428.16/48.995	0.37866	48.995	5.1805	0	0.61071	62.211	1	0	0	0	True
CACNA1G_1661	CACNA1G	0/0	98.465/0/48.995	0.37866	48.995	5.1805	0	0.61071	62.211	1	0	0	0	True
ATP4A_960	ATP4A	0/1.5146	74.739/88.836/24.498	0.75731	74.739	5.4296	1.147	1.4156	62.181	1	0	0	0	True
CCKAR_1858	CCKAR	17.09/2.2719	2111.7/2.9127/403.19	9.6811	403.19	5.2419	109.79	40.092	62.148	1	0	0	0	True
YTHDF1_12324	YTHDF1	16.236/4.5439	423.52/617.48/23.477	10.39	423.52	5.22	68.349	44.211	62.133	1	0	0	0	True
KCNA7_5606	KCNA7	0.85451/11.36	384.37/13.107/292.95	6.1071	292.95	5.3702	55.18	21.315	62.131	1	0	0	0	True
AR_824	AR	14.527/12.117	504.19/468.94/5450.7	13.322	504.19	5.1405	2.9031	62.478	62.102	1	0	0	0	True
PGR_8193	PGR	0.85451/0.75731	186.25/16.02/77.576	0.80591	77.576	5.4433	0.0047234	1.5287	62.09	1	0	0	0	True
YTHDC2_12306	YTHDC2	15.381/0	342.85/2120.4/0	7.6906	342.85	5.3062	118.29	29.202	62.022	1	0	0	0	True
MMP11_6953	MMP11	0/1.5146	2330/16.02/74.514	0.75731	74.514	5.4253	1.147	1.4156	61.991	1	0	0	0	True
TRMT1L_11324	TRMT1L	0/1.5146	1.1863/407.77/74.514	0.75731	74.514	5.4253	1.147	1.4156	61.991	1	0	0	0	True
BRD8_1339	BRD8	0.85451/0	30.845/52.428/206.19	0.42725	52.428	5.2263	0.36509	0.70553	61.908	1	0	0	0	True
TAF9_10749	TAF9	18.799/19.69	1188.7/7.2816/652.25	19.245	652.25	5.012	0.39691	104.73	61.856	1	0	0	0	True
PHF8_8244	PHF8	0/13.632	742.64/314.57/246	6.8158	314.57	5.3354	92.911	24.754	61.855	1	0	0	0	True
IRF4_5252	IRF4	0/4.5439	161.34/0/150.05	2.2719	150.05	5.5287	10.323	5.7083	61.852	1	0	0	0	True
RXRA_9533	RXRA	0/1.5146	259.81/74.273/0	0.75731	74.273	5.4207	1.147	1.4156	61.789	1	0	0	0	True
SLC7A11_10283	SLC7A11	0/0.75731	48.64/2.9127/3168.4	0.37866	48.64	5.1702	0.28676	0.61071	61.756	1	0	0	0	True
MTNR1A_7301	MTNR1A	35.889/0.75731	1081.9/13.107/627.75	18.323	627.75	5.0241	617.13	97.723	61.649	1	0	0	0	True
TRMT2B_11394	TRMT2B	22.217/0.75731	450.81/129.61/1294.3	11.487	450.81	5.1772	230.26	50.823	61.624	1	0	0	0	True
NISCH_7462	NISCH	4.2725/12.117	600.28/355.34/0	8.1948	355.34	5.2763	30.768	31.862	61.5	1	0	0	0	True
MMP24_7070	MMP24	1.709/0	1272.9/1.4563/79.617	0.85451	79.617	5.442	1.4604	1.6439	61.431	1	0	0	0	True
KCNK3_5765	KCNK3	0.85451/1.5146	1307.3/97.574/0	1.1846	97.574	5.4958	0.21788	2.4747	61.272	1	0	0	0	True
ESR2_3283	ESR2	0.85451/0.75731	2009.6/1.4563/76.555	0.80591	76.555	5.4244	0.0047234	1.5287	61.265	1	0	0	0	True
AAVS0084_84	AAVS	0/1.5146	4.7453/1170.9/73.493	0.75731	73.493	5.4057	1.147	1.4156	61.134	1	0	0	0	True
WAC_12075	WAC	0/2.2719	239.64/94.661/0	1.136	94.661	5.485	2.5809	2.3474	61.043	1	0	0	0	True
ADH1A_234	ADH1A	0/0.75731	0/48.059/1494.4	0.37866	48.059	5.1532	0.28676	0.61071	61.012	1	0	0	0	True
TBXAS1_10830	TBXAS1	0/0.75731	0/48.059/25135	0.37866	48.059	5.1532	0.28676	0.61071	61.012	1	0	0	0	True
RARG_9116	RARG	0/0	75.925/48.059/35.726	0.37866	48.059	5.1532	0	0.61071	61.012	1	0	0	0	True
YTHDF3_12451	YTHDF3	0/0	14.236/48.059/4920	0.37866	48.059	5.1532	0	0.61071	61.012	1	0	0	0	True
CCR5_1910	CCR5	0/0	473.35/48.059/0	0.37866	48.059	5.1532	0	0.61071	61.012	1	0	0	0	True
MSL3_7273	MSL3	0/0	5.9317/48.059/660.42	0.37866	48.059	5.1532	0	0.61071	61.012	1	0	0	0	True
MMP8_7145	MMP8	0/13.632	9.4906/310.2/930.91	6.8158	310.2	5.3153	92.911	24.754	60.977	1	0	0	0	True
YTHDC1_12259	YTHDC1	17.09/1.5146	768.74/384.47/69.41	9.3024	384.47	5.2256	121.3	37.942	60.907	1	0	0	0	True
METAP2_6812	METAP2	0/0.75731	612.15/8.738/47.975	0.37866	47.975	5.1507	0.28676	0.61071	60.905	1	0	0	0	True
SAP130_9601	SAP130	0/0.75731	653.67/0/47.975	0.37866	47.975	5.1507	0.28676	0.61071	60.905	1	0	0	0	True
VEGFB_11993	VEGFB	0/0.75731	0/104.86/47.975	0.37866	47.975	5.1507	0.28676	0.61071	60.905	1	0	0	0	True
F2R_3431	F2R	0/0.75731	500.63/43.69/47.975	0.37866	47.975	5.1507	0.28676	0.61071	60.905	1	0	0	0	True
AGTR1_401	AGTR1	0/0	49.826/0/47.975	0.37866	47.975	5.1507	0	0.61071	60.905	1	0	0	0	True
C14orf169_1443	C14orf169	1.709/0	94.906/78.642/13.27	0.85451	78.642	5.4244	1.4604	1.6439	60.67	1	0	0	0	True
KANSL3_5449	KANSL3	0/25.749	2379.8/480.59/112.28	12.874	480.59	5.1173	331.5	59.568	60.6	1	0	0	0	True
CD86_2078	CD86	17.945/2.2719	570.62/39.321/405.23	10.108	405.23	5.1926	122.82	42.561	60.566	1	0	0	0	True
TRMT5_11457	TRMT5	0.85451/0	0/145.63/51.037	0.42725	51.037	5.1882	0.36509	0.70553	60.252	1	0	0	0	True
LacZ:192-211_LacZ_-_6311	LacZ:192-211_LacZ_-	0/11.36	270.48/1256.8/2.0415	5.6799	270.48	5.3449	64.521	19.316	60.252	1	0	0	0	True
P2RY12_7855	P2RY12	0/0.75731	47.453/2.9127/825.78	0.37866	47.453	5.1353	0.28676	0.61071	60.238	1	0	0	0	True
POLE_8417	POLE	0/0.75731	47.453/14.563/82.68	0.37866	47.453	5.1353	0.28676	0.61071	60.238	1	0	0	0	True
MAVS_6628	MAVS	0/0.75731	47.453/7.2816/549.16	0.37866	47.453	5.1353	0.28676	0.61071	60.238	1	0	0	0	True
PHC1_8214	PHC1	0/0	47.453/5.8253/313.37	0.37866	47.453	5.1353	0	0.61071	60.238	1	0	0	0	True
CYP11B1_2777	CYP11B1	16.236/0.75731	33.217/356.8/1251.4	8.4965	356.8	5.2356	119.79	33.487	60.19	1	0	0	0	True
SLC12A4_10116	SLC12A4	0/1.5146	72.366/4.369/108.2	0.75731	72.366	5.3837	1.147	1.4156	60.186	1	0	0	0	True
CACNB1_1716	CACNB1	19.654/0.75731	275.23/6543.3/405.23	10.206	405.23	5.18	178.54	43.128	60.151	1	0	0	0	True
PPP3R2_8521	PPP3R2	11.109/2.2719	0/390.3/302.14	6.6903	302.14	5.3008	39.043	24.134	60.14	1	0	0	0	True
NTSR2_7765	NTSR2	0/30.293	533.85/37.864/773.72	15.146	533.85	5.0499	458.82	74.771	59.986	1	0	0	0	True
TRRAP_11553	TRRAP	0/0.75731	54.571/0/46.954	0.37866	46.954	5.1203	0.28676	0.61071	59.599	1	0	0	0	True
TRMT5_11428	TRMT5	0/0.75731	176.76/5.8253/46.954	0.37866	46.954	5.1203	0.28676	0.61071	59.599	1	0	0	0	True
RSAD1_9477	RSAD1	0/0.75731	406.91/26.214/46.954	0.37866	46.954	5.1203	0.28676	0.61071	59.599	1	0	0	0	True
ESRRG_3298	ESRRG	0.85451/0.75731	605.03/74.273/58.182	0.80591	74.273	5.3813	0.0047234	1.5287	59.419	1	0	0	0	True
NPC1L1_7532	NPC1L1	9.3996/12.874	28.472/425.25/521.6	11.137	425.25	5.1342	6.0369	48.682	59.351	1	0	0	0	True
PSMB9_8904	PSMB9	11.109/0	262.18/13.107/1575	5.5543	262.18	5.3275	61.701	18.739	59.282	1	0	0	0	True
EHMT1_3109	EHMT1	0/0.75731	28.472/46.602/71.452	0.37866	46.602	5.1097	0.28676	0.61071	59.149	1	0	0	0	True
TRPV3_11544	TRPV3	0/0.75731	276.42/46.602/14.29	0.37866	46.602	5.1097	0.28676	0.61071	59.149	1	0	0	0	True
ADH1B_241	ADH1B	0/0	39.149/46.602/62.265	0.37866	46.602	5.1097	0	0.61071	59.149	1	0	0	0	True
TPH1_11129	TPH1	0/0	8.3043/46.602/55.12	0.37866	46.602	5.1097	0	0.61071	59.149	1	0	0	0	True
PSMB1_8858	PSMB1	0/0	0/46.602/89.825	0.37866	46.602	5.1097	0	0.61071	59.149	1	0	0	0	True
JUN_5420	JUN	0/0	16.609/46.602/1287.1	0.37866	46.602	5.1097	0	0.61071	59.149	1	0	0	0	True
CDY2A_2198	CDY2A	31.617/2.2719	392.68/569.42/10322	16.944	569.42	4.9904	430.56	87.529	59.053	1	0	0	0	True
HCRTR1_4536	HCRTR1	0.85451/14.389	1015.5/324.76/0	7.6217	324.76	5.2397	91.591	28.844	59.05	1	0	0	0	True
TAF12_10702	TAF12	0.85451/0	641.8/0/50.016	0.42725	50.016	5.1596	0.36509	0.70553	59.037	1	0	0	0	True
TYW3_11718	TYW3	0.85451/3.0293	129.31/55.34/454.23	1.9419	129.31	5.4691	2.3648	4.6555	59.031	1	0	0	0	True
MYOD1_7358	MYOD1	0.85451/2.2719	0/112.14/172.5	1.5632	112.14	5.464	1.0046	3.5214	58.924	1	0	0	0	True
FGF1_3653	FGF1	0/22.719	54.571/853.41/427.69	11.36	427.69	5.1162	258.09	50.04	58.854	1	0	0	0	True
FCER1G_3536	FCER1G	0.85451/1.5146	93.72/4561.2/21.435	1.1846	93.72	5.4383	0.21788	2.4747	58.822	1	0	0	0	True
MMP12_6960	MMP12	0.85451/0	49.826/26.214/1807.7	0.42725	49.826	5.1542	0.36509	0.70553	58.811	1	0	0	0	True
YTHDC1_12255	YTHDC1	6.8361/1.5146	185.07/214.08/3435.8	4.1753	214.08	5.3771	14.159	12.759	58.765	1	0	0	0	True
TGS1_10926	TGS1	0/0.75731	46.267/8.738/68.389	0.37866	46.267	5.0995	0.28676	0.61071	58.72	1	0	0	0	True
WAC_12074	WAC	0/0.75731	46.267/0/105.14	0.37866	46.267	5.0995	0.28676	0.61071	58.72	1	0	0	0	True
PLAUR_8323	PLAUR	0/0.75731	46.267/58.253/3.0622	0.37866	46.267	5.0995	0.28676	0.61071	58.72	1	0	0	0	True
MME_6917	MME	0/0.75731	46.267/43.69/471.58	0.37866	46.267	5.0995	0.28676	0.61071	58.72	1	0	0	0	True
ELANE_3131	ELANE	0/0.75731	46.267/21.845/71.452	0.37866	46.267	5.0995	0.28676	0.61071	58.72	1	0	0	0	True
RAMP2_9081	RAMP2	0/0.75731	46.267/161.65/0	0.37866	46.267	5.0995	0.28676	0.61071	58.72	1	0	0	0	True
CKM_2402	CKM	0/0	46.267/0/63.286	0.37866	46.267	5.0995	0	0.61071	58.72	1	0	0	0	True
TAF10_10688	TAF10	0/1.5146	3833/7.2816/70.431	0.75731	70.431	5.3451	1.147	1.4156	58.56	1	0	0	0	True
METAP2_6809	METAP2	0/9.0878	61.689/225.73/1015.6	4.5439	225.73	5.3539	41.294	14.292	58.508	1	0	0	0	True
SUPT3H_10531	SUPT3H	0/0.75731	119.82/13.107/45.933	0.37866	45.933	5.0893	0.28676	0.61071	58.292	1	0	0	0	True
CACNB3_1742	CACNB3	0/0.75731	225.4/1.4563/45.933	0.37866	45.933	5.0893	0.28676	0.61071	58.292	1	0	0	0	True
DNMT1_2923	DNMT1	0/0	48.64/0/45.933	0.37866	45.933	5.0893	0	0.61071	58.292	1	0	0	0	True
MYSM1_7375	MYSM1	0/0	1.1863/257.77/45.933	0.37866	45.933	5.0893	0	0.61071	58.292	1	0	0	0	True
GRIN2D_4365	GRIN2D	0/0	2.3727/116.51/45.933	0.37866	45.933	5.0893	0	0.61071	58.292	1	0	0	0	True
RXRA_9530	RXRA	0/1.5146	69.994/84.467/0	0.75731	69.994	5.3362	1.147	1.4156	58.192	1	0	0	0	True
F7_3452	F7	6.8361/3.7866	249.13/18.932/4295.3	5.3113	249.13	5.3086	4.6497	17.638	58.055	1	0	0	0	True
OPRK1_7822	OPRK1	0/2.2719	180.32/53.884/89.825	1.136	89.825	5.4101	2.5809	2.3474	57.887	1	0	0	0	True
SLC12A4_10115	SLC12A4	0/2.2719	204.05/0/89.825	1.136	89.825	5.4101	2.5809	2.3474	57.887	1	0	0	0	True
TNFRSF8_11047	TNFRSF8	0.85451/0.75731	72.366/14.563/400.13	0.80591	72.366	5.3443	0.0047234	1.5287	57.877	1	0	0	0	True
U2AF1_11737	U2AF1	0.85451/0	2739.2/0/48.995	0.42725	48.995	5.1305	0.36509	0.70553	57.822	1	0	0	0	True
MTNR1A_7307	MTNR1A	5.9816/1.5146	194.56/0/760.45	3.7481	194.56	5.3641	9.9767	11.045	57.415	1	0	0	0	True
CTRL0078_2716	CTRL0078	0/10.602	8.3043/246.12/753.3	5.3012	246.12	5.2934	56.205	17.593	57.414	1	0	0	0	True
ABL1_154	ABL1	0.85451/0	48.64/68.447/0	0.42725	48.64	5.1202	0.36509	0.70553	57.398	1	0	0	0	True
CCND1_1893	CCND1	24.781/4.5439	499.45/652.43/111.26	14.662	499.45	4.9978	204.77	71.444	57.354	1	0	0	0	True
TRMT2B_11376	TRMT2B	0/0.75731	16.609/45.146/85.742	0.37866	45.146	5.0649	0.28676	0.61071	57.285	1	0	0	0	True
RPL8_9410	RPL8	0/0.75731	107.96/45.146/0	0.37866	45.146	5.0649	0.28676	0.61071	57.285	1	0	0	0	True
KCNA4_5573	KCNA4	0/0.75731	5797.6/45.146/40.829	0.37866	45.146	5.0649	0.28676	0.61071	57.285	1	0	0	0	True
TRMT12_11291	TRMT12	0/2.2719	30.845/88.836/1163.6	1.136	88.836	5.3943	2.5809	2.3474	57.241	1	0	0	0	True
FTSJ1_3865	FTSJ1	0/0.75731	45.081/257.77/0	0.37866	45.081	5.0628	0.28676	0.61071	57.201	1	0	0	0	True
XDH_12197	XDH	0/0.75731	45.081/26.214/1113.6	0.37866	45.081	5.0628	0.28676	0.61071	57.201	1	0	0	0	True
CACNA1S_1689	CACNA1S	0/0.75731	45.081/6190.8/9.1866	0.37866	45.081	5.0628	0.28676	0.61071	57.201	1	0	0	0	True
EYA3_3320	EYA3	0/0	45.081/37.864/112.28	0.37866	45.081	5.0628	0	0.61071	57.201	1	0	0	0	True
MMP24_7071	MMP24	0/0	45.081/10.194/309.28	0.37866	45.081	5.0628	0	0.61071	57.201	1	0	0	0	True
XDH_12200	XDH	0/0	45.081/205.34/19.394	0.37866	45.081	5.0628	0	0.61071	57.201	1	0	0	0	True
GABRG2_4067	GABRG2	1.709/6.0585	198.12/85.923/291.93	3.8838	198.12	5.3495	9.459	11.581	57.075	1	0	0	0	True
SERPINB2_9805	SERPINB2	0/0.75731	8.3043/1000.5/44.912	0.37866	44.912	5.0575	0.28676	0.61071	56.986	1	0	0	0	True
MTOR_7320	MTOR	0/0.75731	27.286/652.43/44.912	0.37866	44.912	5.0575	0.28676	0.61071	56.986	1	0	0	0	True
GRM5_4398	GRM5	0/0	158.97/1.4563/44.912	0.37866	44.912	5.0575	0	0.61071	56.986	1	0	0	0	True
MMP24_7067	MMP24	0/0	5.9317/336.41/44.912	0.37866	44.912	5.0575	0	0.61071	56.986	1	0	0	0	True
CDK6_2146	CDK6	0/1.5146	274.04/68.447/0	0.75731	68.447	5.3045	1.147	1.4156	56.893	1	0	0	0	True
GLRB_4272	GLRB	0/9.8451	148.29/766.03/231.71	4.9225	231.71	5.2962	48.463	15.918	56.843	1	0	0	0	True
BCHE_1105	BCHE	0/24.234	733.15/432.53/10.207	12.117	432.53	5.0466	293.64	54.741	56.822	1	0	0	0	True
TRMT12_11294	TRMT12	0/3.7866	1353.6/122.33/79.617	1.8933	122.33	5.4137	7.169	4.5054	56.741	1	0	0	0	True
EED_3077	EED	0.85451/13.632	435.38/301.46/208.23	7.2431	301.46	5.1974	81.628	26.899	56.728	1	0	0	0	True
CDKAL1_2157	CDKAL1	0/2.2719	1003.6/14.563/87.783	1.136	87.783	5.3773	2.5809	2.3474	56.554	1	0	0	0	True
HNRNPA2B1_4750	HNRNPA2B1	19.654/1.5146	390.3/94.661/10026	10.584	390.3	5.0781	164.51	45.361	56.379	1	0	0	0	True
METTL4_6863	METTL4	0.85451/12.874	288.28/279.61/1944.5	6.8644	288.28	5.201	72.238	24.996	56.288	1	0	0	0	True
PTGFR_8976	PTGFR	11.109/0	465.04/249.03/248.04	5.5543	249.03	5.2535	61.701	18.739	56.245	1	0	0	0	True
ADRB1_377	ADRB1	0/1.5146	67.621/24.758/356.24	0.75731	67.621	5.2872	1.147	1.4156	56.198	1	0	0	0	True
ALKBH5_558	ALKBH5	0/1.5146	67.621/1.4563/291.93	0.75731	67.621	5.2872	1.147	1.4156	56.198	1	0	0	0	True
USP15_11831	USP15	15.381/0.75731	1367.8/321.85/0	8.0692	321.85	5.1537	106.93	31.193	56.181	1	0	0	0	True
ING4_5223	ING4	0/8.3304	204.05/14.563/1344.3	4.1652	204.05	5.311	34.698	12.717	56.051	1	0	0	0	True
USP49_11899	USP49	10.254/0.75731	771.11/30.583/246	5.5057	246	5.2466	45.094	18.517	55.887	1	0	0	0	True
RPL4_9377	RPL4	0/0.75731	43.894/2.9127/387.88	0.37866	43.894	5.0252	0.28676	0.61071	55.683	1	0	0	0	True
ATM_928	ATM	0/0.75731	43.894/39.321/80.638	0.37866	43.894	5.0252	0.28676	0.61071	55.683	1	0	0	0	True
YTHDF3_12432	YTHDF3	0/0.75731	43.894/10.194/407.27	0.37866	43.894	5.0252	0.28676	0.61071	55.683	1	0	0	0	True
TRMT1_11208	TRMT1	0/0.75731	43.894/150/1.0207	0.37866	43.894	5.0252	0.28676	0.61071	55.683	1	0	0	0	True
NSUN2_7618	NSUN2	0/0	43.894/24.758/431.77	0.37866	43.894	5.0252	0	0.61071	55.683	1	0	0	0	True
PTGS1_9010	PTGS1	0/0	43.894/1.4563/239.87	0.37866	43.894	5.0252	0	0.61071	55.683	1	0	0	0	True
LacZ:1535-1554_LacZ_-_6290	LacZ:1535-1554_LacZ_-	0/0.75731	2853.1/23.301/43.892	0.37866	43.892	5.0251	0.28676	0.61071	55.68	1	0	0	0	True
GHR_4204	GHR	0/0.75731	9.4906/2596.6/43.892	0.37866	43.892	5.0251	0.28676	0.61071	55.68	1	0	0	0	True
BRD7_1329	BRD7	0/0	145.92/23.301/43.892	0.37866	43.892	5.0251	0	0.61071	55.68	1	0	0	0	True
AR_772	AR	0/0	137.61/36.408/43.892	0.37866	43.892	5.0251	0	0.61071	55.68	1	0	0	0	True
SRD5A1_10445	SRD5A1	0.85451/4.5439	162.53/151.46/21.435	2.6992	151.46	5.3651	6.8057	7.1523	55.624	1	0	0	0	True
TRMT2B_11379	TRMT2B	46.143/137.07	2951.6/176.22/1836.3	91.609	1836.3	4.3103	4134.2	985.24	55.584	1	0	0	0	True
FLT4_3740	FLT4	0.85451/0.75731	1930.2/39.321/69.41	0.80591	69.41	5.285	0.0047234	1.5287	55.486	1	0	0	0	True
KIAA1456_6195	KIAA1456	0/0.75731	0/43.69/183.73	0.37866	43.69	5.0186	0.28676	0.61071	55.422	1	0	0	0	True
