sgRNA	Gene	D0R1	D0R2	IVR1	IVR2	XENOR1	XENOR2	XENOR3	XENOR4	XENOR5
THRB_10964	THRB	0	1	217	14	0	0	2	0	0
GANAB_4140	GANAB	0	1	947	666	0	0	149	11	15
YEATS2_12206	YEATS2	0	1	533	372	2	17	0	14	32
TRMT2A_11363	TRMT2A	0	2	264	123	0	0	0	77	0
METTL14_6833	METTL14	0	1	855	531	179	115	25	1	91
SCNN1D_9762	SCNN1D	0	1	161	340	8	467	18	0	0
AR_718	AR	0	1	690	585	5	36	0	9	2
USP3_11881	USP3	0	1	1449	1331	6	364	11	1	146
USP21_11853	USP21	0	1	709	553	248	10	14981	26	81
AR_799	AR	0	1	529	296	73	6	4569	57	20
ING3_5211	ING3	0	1	630	427	0	7	0	293	1
EZH2_3380	EZH2	0	1	405	66	0	0	0	0	0
TOP2A_11116	TOP2A	0	1	1095	37	0	0	31	192	819
ADORA3_302	ADORA3	0	1	293	128	29	0	8	0	0
MMP26_7089	MMP26	0	1	929	705	252	5	99	43	175
YTHDF3_12445	YTHDF3	0	2	1012	605	178	96	1	0	21
KDM1A_5831	KDM1A	0	1	1654	468	262	0	20	1	1542
GART_4161	GART	0	1	1679	771	17	245	2641	9	0
ATXN7L3_998	ATXN7L3	0	1	1126	437	67	4	2	0	6
SETD1B_9853	SETD1B	0	1	1329	533	547	0	29	2	13
INSR_5242	INSR	0	1	277	141	57	8	0	1	1
SUV420H1_10567	SUV420H1	0	2	749	802	528	0	1536	478	0
OXTR_7840	OXTR	0	1	858	709	51	1	160	107	22
TOP1_11095	TOP1	0	1	464	277	934	0	0	6	2
SIRT2_10012	SIRT2	0	1	408	299	114	0	16	0	0
HAT1_4472	HAT1	0	1	623	110	53	4	699	7	592
YTHDC1_12247	YTHDC1	0	1	854	493	210	103	613	0	1
PDE4B_8054	PDE4B	0	1	359	215	0	1	92	1	1
CDKAL1_2176	CDKAL1	0	1	937	497	5010	407	227	23	39
USP50_11916	USP50	0	2	1122	434	1301	9	287	12	14
POLR2D_8467	POLR2D	0	1	77	26	17	0	0	0	65
PHC1_8216	PHC1	0	2	940	276	291	1703	0	81	2
DPEP1_2950	DPEP1	0	1	795	618	42	171	0	0	0
MMP20_7041	MMP20	0	1	909	839	63	16	9	8090	200
HTR1F_4887	HTR1F	0	1	680	564	225	26	31	23	8
ALKBH4_512	ALKBH4	0	1	593	218	0	0	0	0	1
IMPDH2_5200	IMPDH2	0	1	467	188	0	5	37	161	0
UBE2A_11748	UBE2A	0	1	476	255	1	6	10	10	92
HBB_4493	HBB	0	2	501	179	1716	2	4129	8	11
YTHDF3_12449	YTHDF3	0	1	979	523	159	8	1879	38	1
TUBB4B_11634	TUBB4B	0	1	703	218	0	161	8	13	22
CTCFL_2617	CTCFL	0	1	368	78	0	6	274	2	0
ALKBH4_515	ALKBH4	0	1	288	316	11	0	643	1	0
FGFR1_3667	FGFR1	0	1	242	392	0	0	1	2370	11
SIN3A_9989	SIN3A	0	1	205	1	0	2	0	0	1
GABRE_4048	GABRE	0	1	624	353	348	11	110	0	0
MMP13_6974	MMP13	0	1	443	472	0	0	13	23	3
KANSL1_5429	KANSL1	0	1	456	175	0	2	0	0	1
MGEA5_6908	MGEA5	0	3	1281	1211	469	9	277	0	566
MORF4L1_7161	MORF4L1	0	1	891	547	1159	23	26	18	1
NOXO1_7522	NOXO1	0	2	836	638	2221	2	186	14	12
GABRG1_4056	GABRG1	0	1	1079	615	105	437	10	0	23
BRCA2_1215	BRCA2	0	1	490	164	3	0	7	0	1
TRMT10C_11265	TRMT10C	0	1	760	588	1288	194	6	97	1
YEATS2_12205	YEATS2	0	1	4965	3350	2366	3097	7659	727	23
NSUN4_7683	NSUN4	0	1	1781	1030	2658	17	1264	6	28
CA14_1555	CA14	0	1	88	123	68	0	0	0	0
CTCFL_2610	CTCFL	0	1	794	399	128	2	27	0	4
PSMB8_8900	PSMB8	0	2	1021	225	1417	0	65	0	0
PGR_8196	PGR	0	1	934	574	860	44	37	0	0
ANXA1_662	ANXA1	0	1	1888	451	208	129	985	47	1178
PRDM7_8597	PRDM7	0	1	516	348	19	0	0	0	0
MTTP_7345	MTTP	0	1	359	347	186	268	3475	5	25
MAPK11_6559	MAPK11	0	2	925	306	0	9	0	0	2
GNRHR2_4289	GNRHR2	0	1	258	253	0	0	6	0	1
RPS8_9437	RPS8	0	1	138	90	0	0	129	143	0
RUVBL1_9519	RUVBL1	0	2	507	283	5	0	782	4	1
TPH1_11128	TPH1	0	1	688	634	0	116	0	0	0
GRIK1_4314	GRIK1	0	2	44	81	2	110	0	0	0
HTR2C_4912	HTR2C	0	1	928	301	6	20	35	495	0
USP38_11896	USP38	0	2	448	283	0	0	884	46	2
KIAA1456_6151	KIAA1456	0	1	1505	1792	11	92	6860	244	203
UIMC1_11819	UIMC1	0	1	926	420	1389	17	183	0	466
IMPDH1_5196	IMPDH1	0	1	151	1	1	0	18	0	0
LacZ:150-169_LacZ_-_6288	LacZ:150-169_LacZ_-	0	1	374	299	27	107	5	44	0
PRDM13_8534	PRDM13	0	1	1350	1007	45	123	65	25	5
ALKBH8_588	ALKBH8	0	2	327	423	0	0	4	0	6
PHF8_8245	PHF8	0	1	1240	724	417	143	7847	40	11
GRM5_4395	GRM5	0	1	1375	1003	52	570	21	1	288
ITGA4_5278	ITGA4	0	1	693	283	0	8	0	0	0
HDAC1_4551	HDAC1	0	1	599	305	505	70	0	13	0
TAF1L_10710	TAF1L	0	1	792	74	7	0	3	1	0
QPRT_9042	QPRT	0	1	539	359	75	0	188	3	317
TAF5L_10733	TAF5L	0	1	739	378	49	458	2	264	2
NSUN6_7740	NSUN6	0	1	820	507	2347	0	0	208	5
PDE4B_8055	PDE4B	0	1	753	365	130	1	863	2	16
SOAT1_10390	SOAT1	0	1	725	451	44	10	929	582	1
HTR2C_4920	HTR2C	0	1	2069	1995	461	107	75	0	441
C10orf54_1413	C10orf54	0	1	879	411	35	2	0	10	4
IL1R1_5109	IL1R1	0	1	1032	773	604	36	58	1	1
C9orf114_1503	C9orf114	0	1	707	487	2	72	65	0	0
VTCN1_12054	VTCN1	0	1	1213	665	30	7	18	88	1
DDC_2876	DDC	0	2	1058	926	229	326	67	215	128
PRDM9_8615	PRDM9	0	1	405	570	0	5	898	4	1
OPRM1_7834	OPRM1	0	1	872	613	0	4	1203	2	27
SUV39H1_10551	SUV39H1	0	1	578	376	633	1474	492	7430	0
TARBP1_10767	TARBP1	0	1	771	737	702	79	13	23	27
AAVS0010_10	AAVS	0	2	646	827	114	54	3162	101	25
CPA4_2491	CPA4	0	3	77	161	6	1	4	0	0
PTGER3_8961	PTGER3	0	2	34	0	0	3	26	0	0
C10orf54_1414	C10orf54	0	1	966	698	84	1	0	9	0
BRD4_1323	BRD4	0	1	564	241	0	4972	0	128	0
APBB1_680	APBB1	0	1	97	77	5	0	4	0	0
ADORA1_272	ADORA1	0	1	920	632	6	0	1	0	11
UBE2U_11786	UBE2U	0	1	711	611	0	30	6	0	5626
ALKBH1_477	ALKBH1	0	1	994	638	358	11	881	9	34
RNF8_9269	RNF8	0	1	590	272	7	118	2	0	0
luciferase:1220-1239_luciferase_+_6431	luciferase:1220-1239_luciferase_+	0	1	2273	1551	324	1314	636	737	78
C3_1463	C3	0	1	924	664	30	13	0	107	0
SLC12A4_10116	SLC12A4	0	2	662	190	61	3	106	1	129
HOPX_4771	HOPX	0	1	408	599	24	0	0	0	1
HDAC11_4573	HDAC11	0	1	1010	814	153	3	0	511	0
CASR_1821	CASR	0	1	1209	550	2216	157	175	12	9
MSL2_7260	MSL2	0	2	1050	417	11	1	42	0	15
CPT1A_2510	CPT1A	0	2	880	398	0	70	0	0	79
JMJD6_5415	JMJD6	0	1	1508	445	0	443	53	0	150
YTHDF2_12396	YTHDF2	0	1	452	143	34	3704	0	9	1
CTCFL_2612	CTCFL	0	1	82	10	0	0	0	0	1
MAP3K7_6532	MAP3K7	0	1	901	524	18	566	13	1	1
SUDS3_10517	SUDS3	0	1	499	336	0	0	0	0	0
AR_823	AR	0	1	1088	545	2232	10	98	0	2
FCER1A_3527	FCER1A	0	1	380	162	12	0	14	0	1
TNFSF13B_11068	TNFSF13B	0	1	284	513	869	533	1167	3	749
SETD8_9901	SETD8	0	1	393	154	0	9	0	5	0
EDF1_3045	EDF1	0	1	1184	398	0	4	100	0	0
POLA1_8403	POLA1	0	1	376	2	2	0	0	0	0
GABRQ_4095	GABRQ	0	1	130	241	1	0	115	0	6
AR_804	AR	0	2	375	304	0	0	28	56	861
ALDH2_444	ALDH2	0	1	1438	590	263	134	26	13	911
FTL_3799	FTL	0	1	730	460	10	8	59	197	56
AR_792	AR	0	1	887	795	719	1740	7	1	26
NPR2_7559	NPR2	0	1	856	467	256	165	86	1	0
CHRM4_2306	CHRM4	0	2	1010	453	0	0	44	0	4
CACNA1G_1658	CACNA1G	0	2	541	488	2901	0	25	21	25
MRM1_7213	MRM1	0	1	288	163	0	5	0	54	12
KMT2E_6261	KMT2E	0	2	636	464	6	15	496	8	1
FGF1_3645	FGF1	0	1	721	453	19	21	2	0	43
TUBD1_11649	TUBD1	0	1	556	466	0	0	0	0	25
ALKBH8_608	ALKBH8	0	1	1579	831	0	11	0	305	56
M6PR_6453	M6PR	0	1	423	205	0	0	42	1	198
KMT2C_6243	KMT2C	0	1	563	384	114	146	0	0	1
NSUN2_7602	NSUN2	0	1	1531	871	360	887	3822	10	89
WDR92_12141	WDR92	0	1	542	68	1	0	0	0	0
MSL2_7258	MSL2	0	2	930	241	0	8	127	1098	9
TYW3_11705	TYW3	0	1	784	780	1448	0	451	1481	158
PSMD1_8916	PSMD1	0	1	253	2	68	6	27	0	0
SETD1B_9850	SETD1B	0	1	266	62	7	0	0	0	0
PLAU_8317	PLAU	0	1	627	112	0	5	0	0	1
POLR1C_8454	POLR1C	0	1	497	191	122	3	13	19	0
AAVS0091_91	AAVS	0	1	347	527	2	0	0	0	0
KDM6B_6069	KDM6B	0	1	971	830	0	13	57	0	2
WDR92_12135	WDR92	0	1	337	120	0	4	957	2	0
SUV39H1_10552	SUV39H1	0	1	270	40	37	524	97	0	0
SIRT7_10055	SIRT7	0	1	637	253	29	2	3465	3	37
KDM4C_6007	KDM4C	0	1	1270	1013	150	2	80	28	54
WDR75_12117	WDR75	0	1	991	372	1	15	29	0	8
HOPX_4767	HOPX	0	1	691	884	0	0	244	46	0
CTRL0026_2664	CTRL0026	0	1	883	529	274	56	6	112	3
YTHDC1_12278	YTHDC1	0	1	1118	428	22	1	40	0	34
MMP10_6941	MMP10	0	1	1278	858	2382	0	0	0	1
PDE10A_8022	PDE10A	0	2	349	409	13	0	0	0	39
ASIC1_891	ASIC1	0	1	599	274	4060	138	52	0	94
FGF2_3658	FGF2	0	1	484	485	729	3273	18	1	12
EGF_3086	EGF	0	2	437	320	0	7	311	1	30
GAMT_4136	GAMT	0	1	456	419	0	0	11	0	0
HAT1_4477	HAT1	0	1	1335	1022	34	30	1	18	201
GANAB_4146	GANAB	0	1	210	156	0	0	0	0	0
MRM1_7212	MRM1	0	1	168	108	0	0	0	0	0
MMP10_6946	MMP10	0	1	1186	803	6219	41	742	1009	2
CDKAL1_2162	CDKAL1	0	2	867	207	1	6	6	964	1
ZNF335_12472	ZNF335	0	1	663	67	112	1	0	0	1
ODC1_7775	ODC1	0	2	926	461	12	4	101	0	1180
RNF8_9268	RNF8	0	1	658	88	0	0	0	0	1
CDK5RAP1_2135	CDK5RAP1	0	1	1489	1073	180	19	9	0	29
P2RX4_7854	P2RX4	0	1	355	575	3	192	922	3	0
BRD1_1236	BRD1	0	1	650	485	0	7	13	1	5
HMMR_4736	HMMR	0	2	709	318	148	21	79	3	10
FTH1_3791	FTH1	0	1	248	99	11	0	0	7	0
AOC3_672	AOC3	0	1	401	279	19	0	17	0	2
EP400_3216	EP400	0	1	401	242	1042	16	0	21	2
GLRB_4277	GLRB	0	1	1221	748	9	0	0	1	19
ADORA2B_292	ADORA2B	0	1	237	114	0	0	0	0	4
RING1_9217	RING1	0	1	398	235	0	25	0	0	297
TET2_10859	TET2	0	3	433	308	80	19	44	0	1363
GRIN2C_4351	GRIN2C	0	1	627	166	0	0	220	0	2
IL3RA_5156	IL3RA	0	1	880	761	33	29	0	0	76
CD247_1933	CD247	0	1	253	62	0	0	0	0	0
ELK4_3140	ELK4	0	1	661	348	87	4	10	0	4
HCAR3_4516	HCAR3	0	1	802	202	442	18	0	0	1
SMS_10341	SMS	0	1	132	132	13	0	42	1	10
ELP3_3177	ELP3	0	1	223	156	3	0	0	0	0
EHMT2_3120	EHMT2	0	2	562	224	0	258	33	17	39
MAVS_6679	MAVS	0	1	685	725	1	125	0	5	51
INSR_5243	INSR	0	1	189	223	0	3	1	0	6974
CACNA2D2_1708	CACNA2D2	0	1	958	489	975	403	158	0	1
RARB_9112	RARB	0	1	299	363	2389	0	171	0	0
AR_781	AR	0	2	732	447	66	66	89	1	21
YTHDC1_12237	YTHDC1	0	1	790	566	0	9	1075	1	3
NSUN5_7699	NSUN5	0	1	677	84	0	0	1	0	1
IRF4_5253	IRF4	0	1	935	902	192	221	19	2062	2
GABRR1_4108	GABRR1	0	1	1605	869	11	19	0	2	2
LEO1_6360	LEO1	0	1	615	390	120	0	1	1332	703
BIRC5_1182	BIRC5	0	1	875	817	33	0	565	1004	3
RPL6_9397	RPL6	0	1	293	74	0	0	2	244	0
SLC6A1_10235	SLC6A1	0	1	386	471	21	0	0	0	5085
GRIN2D_4361	GRIN2D	0	1	461	389	17	0	109	43	1
SNAP25_10387	SNAP25	0	1	1173	584	23	10	397	24	15
PRKAA1_8638	PRKAA1	0	1	628	177	2462	131	1	0	0
CHRM4_2308	CHRM4	0	1	437	444	6379	6	0	0	78
TADA3_10668	TADA3	0	1	273	347	7	0	33	7	0
ELANE_3131	ELANE	0	1	799	607	39	15	70	0	1
SLC12A1_10083	SLC12A1	0	1	1165	769	1884	483	363	1910	26
KIAA1456_6135	KIAA1456	0	1	340	479	18	32	10	0	1
PTGER2_8943	PTGER2	0	1	616	653	5	9	33	0	14
RPL6_9400	RPL6	0	1	46	0	0	0	0	0	1
ALKBH1_468	ALKBH1	0	1	879	505	42	5	296	0	10
TYMS_11688	TYMS	0	1	838	598	111	12	1508	2	89
ABCA1_118	ABCA1	0	2	659	508	240	59	9	23	659
RNMT_9322	RNMT	0	1	656	276	7	0	0	0	0
TADA2A_10654	TADA2A	0	1	1145	436	606	0	32	1	0
EDNRA_3057	EDNRA	0	1	790	744	21	1608	220	5	56
YTHDF2_12390	YTHDF2	0	1	536	248	0	0	76	1	3
KDM2A_5956	KDM2A	0	1	120	98	0	39	0	0	0
KEAP1_6114	KEAP1	0	1	691	1150	143	128	3087	2	9
PTGS1_9011	PTGS1	0	1	189	549	0	0	0	0	4
RPL19_9363	RPL19	0	1	311	97	1	1	1	69	0
TGS1_10937	TGS1	0	2	686	385	0	0	364	2	12
MPL_7185	MPL	0	1	535	438	1	0	174	1	0
FGFR1_3672	FGFR1	0	1	407	238	444	0	61	43	0
CHRNA4_2357	CHRNA4	0	2	182	204	0	0	0	0	0
NSUN4_7686	NSUN4	0	1	345	322	0	53	17	0	36
ALOX5_615	ALOX5	0	1	377	382	0	146	21	25	0
ANO1_648	ANO1	0	2	1244	471	12	0	19	0	1
IKBKB_5077	IKBKB	0	1	275	194	13	0	1	6	2
SCNN1D_9760	SCNN1D	0	1	855	289	0	85	0	0	0
TPK1_11144	TPK1	0	1	813	416	3622	183	13834	28	23
TRMT112_11281	TRMT112	0	2	477	138	209	0	244	2	4
TUBB3_11625	TUBB3	0	1	772	198	0	14	0	1	2
ESR1_3270	ESR1	0	3	1231	614	299	144	131	3	0
CTRL0069_2707	CTRL0069	0	1	183	155	11	5	18	536	1805
CXXC1_2763	CXXC1	0	2	458	34	134	0	0	0	0
NR3C2_7590	NR3C2	0	2	1059	939	13	1	62	699	0
CD274_1957	CD274	0	1	821	608	9	1862	175	62	2006
UHRF1_11812	UHRF1	0	1	768	614	0	0	5	48	4
SERPIND1_9826	SERPIND1	0	2	334	88	12	52	0	0	6
FCGR2A_3565	FCGR2A	0	1	579	425	16	18	20	2750	1
UGCG_11806	UGCG	0	1	654	445	0	52	74	2	0
NSUN6_7736	NSUN6	0	1	299	193	5	4	0	205	1
IL11RA_5083	IL11RA	0	1	1144	627	727	17	0	0	0
NSUN4_7673	NSUN4	0	1	835	389	116	2461	0	0	1
BRD4_1288	BRD4	0	1	1148	813	40	50	304	34	13369
SCN4B_9711	SCN4B	0	2	233	85	103	3	155	0	0
HDAC3_4591	HDAC3	0	1	398	145	0	0	116	0	55
BRMS1L_1353	BRMS1L	0	1	667	500	12	2	77	6	29
GABBR1_3927	GABBR1	0	2	2270	1496	389	322	863	49	45
QPRT_9034	QPRT	0	1	495	553	129	176	1702	412	12
C14orf169_1447	C14orf169	0	1	247	288	0	2	232	2	0
PRMT1_8698	PRMT1	0	2	1138	111	0	0	49	48	1
STAT3_10510	STAT3	0	2	495	606	7	0	67	167	0
NSUN6_7743	NSUN6	0	1	503	314	0	0	0	0	18
EPOR_3245	EPOR	0	2	175	200	0	0	12	0	1
DNMT1_2930	DNMT1	0	1	352	107	0	0	0	5	1
EHMT1_3111	EHMT1	0	1	312	278	13	13	269	201	1
PRKAA1_8642	PRKAA1	0	1	814	604	5	18	4874	7	1
CACNA1B_1619	CACNA1B	0	1	153	91	0	5	0	0	0
ALDH2_449	ALDH2	0	1	685	231	1	2	78	88	277
TAAR1_10623	TAAR1	0	1	449	188	21	0	9	33	13
GHR_4203	GHR	0	2	965	744	24	0	0	0	0
FBL_3508	FBL	0	1	492	82	225	0	23	0	1
CALY_1779	CALY	0	1	451	316	18	0	2	0	10
BRD4_1313	BRD4	0	1	2174	752	430	55	61	14	8
TRMT2B_11385	TRMT2B	0	1	440	268	0	14	0	124	1
TUBA4A_11594	TUBA4A	0	1	367	385	0	0	0	0	10
PRMT8_8823	PRMT8	0	1	1116	1213	30	22	31	140	6
SLC6A4_10262	SLC6A4	0	1	519	458	0	2	0	1	16
CARTPT_1812	CARTPT	0	1	1347	1073	395	16	1	16	1
C4B_1479	C4B	0	2	1203	828	53	645	726	8	1
PRKAA1_8636	PRKAA1	0	1	502	302	723	0	129	21	8
IFNGR2_5055	IFNGR2	0	1	403	489	10	31	0	0	1
TARBP1_10760	TARBP1	0	1	481	177	16	8	6	0	567
GRIA1_4299	GRIA1	0	2	106	321	8	3729	0	2	12
SLC7A11_10286	SLC7A11	0	1	1151	404	470	67	100	515	36
PSMD1_8915	PSMD1	0	1	414	167	958	0	0	0	0
KDM1B_5877	KDM1B	0	1	556	788	189	10	1116	44	26
CDKAL1_2166	CDKAL1	0	1	601	106	0	3	0	0	0
KAT8_5518	KAT8	0	1	175	46	12	0	0	0	0
PRMT8_8832	PRMT8	0	1	905	330	192	1	873	2	1
QPRT_9036	QPRT	0	2	688	276	22	0	0	0	0
ACTL6A_210	ACTL6A	0	1	544	137	0	1	0	0	11
CTRL0047_2685	CTRL0047	0	1	682	240	0	0	0	0	0
KCND1_5666	KCND1	0	1	986	566	9	423	33	14	1
ADRB2_381	ADRB2	0	1	1226	1107	62	22	10603	19	113
CD3G_2025	CD3G	0	1	444	523	7	343	1	10	31
MEAF6_6724	MEAF6	0	1	309	196	0	0	29	397	0
CCKAR_1854	CCKAR	0	1	1052	721	0	0	152	32	8
C9orf114_1514	C9orf114	0	2	814	719	12	26	0	175	207
PRDM5_8579	PRDM5	0	1	432	210	101	235	0	13	77
SFPQ_9940	SFPQ	0	1	460	351	198	0	0	0	0
GABRR1_4105	GABRR1	0	1	915	332	325	283	0	0	0
HDAC8_4646	HDAC8	0	1	627	811	10	1	402	25	1
TRMT61A_11494	TRMT61A	0	1	578	175	16	1	8	1	0
PRLR_8687	PRLR	0	1	318	244	0	0	0	0	0
YTHDF2_12398	YTHDF2	0	1	173	95	0	0	0	0	0
GHR_4204	GHR	0	1	842	180	8	1783	43	1	93
CD19_1916	CD19	0	1	84	109	8	3	0	0	3
GLP1R_4223	GLP1R	0	1	803	125	36	212	260	15	0
TGS1_10917	TGS1	0	1	886	620	1	259	28	26	12
KCND2_5668	KCND2	0	2	673	846	26	177	1	42	933
AURKA_1006	AURKA	0	1	554	58	4	194	0	0	50
CSF2RA_2562	CSF2RA	0	1	749	513	8085	0	15	1	1
AAVS0083_83	AAVS	0	1	1008	813	77	20	55493	230	1
ALKBH7_578	ALKBH7	0	1	537	288	0	0	0	0	0
TGS1_10918	TGS1	0	1	458	110	0	0	0	0	8
HBA1_4485	HBA1	0	1	634	470	0	3	0	0	2
IL5_5162	IL5	0	1	840	667	24	158	0	0	0
FCGR1B_3557	FCGR1B	0	1	829	206	101	19	7	11	379
MMP26_7093	MMP26	0	1	733	693	28	149	9424	102	1
ALKBH8_597	ALKBH8	0	1	604	570	322	0	0	0	153
SOAT1_10399	SOAT1	0	1	938	343	758	553	0	0	321
ADRB1_376	ADRB1	0	2	316	196	115	74	242	1	1063
KANSL2_5441	KANSL2	0	1	293	171	4	0	0	0	0
FGF1_3646	FGF1	0	1	1787	1397	0	28	434	172	2
HTR6_4949	HTR6	0	1	308	104	549	1	2652	20	57
TBL1X_10784	TBL1X	0	1	1093	798	31	76	1577	50	18
KDM4B_6001	KDM4B	0	1	222	193	0	0	0	0	0
GNRHR2_4292	GNRHR2	0	1	519	232	0	21	497	13	42
BRPF1_1363	BRPF1	0	1	1508	1325	373	30	13	1	2922
ADRB3_392	ADRB3	0	1	999	500	49	25	555	1	1
CD86_2093	CD86	0	1	815	487	23	0	22	602	0
MTOR_7320	MTOR	0	1	677	166	23	448	44	2	1
SUDS3_10521	SUDS3	0	1	598	250	0	29	18	0	1
PSMB1_8854	PSMB1	0	2	501	15	0	2	40	0	5
POLE2_8432	POLE2	0	1	477	141	0	60	0	0	50
INSR_5244	INSR	0	1	985	627	6	1076	199	0	107
PHF8_8249	PHF8	0	1	419	242	0	7	9	20	1
CCNB1_1885	CCNB1	0	2	964	277	27	9	326	8	0
HTR1B_4863	HTR1B	0	1	622	303	0	459	209	1	0
FTSJ3_3875	FTSJ3	0	1	408	178	0	2	1049	3	0
CTRL0066_2704	CTRL0066	0	1	1063	1109	19	50	788	2	134
RPL3_9367	RPL3	0	1	190	61	0	0	20	0	1
BIRC5_1189	BIRC5	0	1	949	769	8	20	9	12	26
HDAC5_4610	HDAC5	0	1	812	124	0	0	0	0	1
C9orf114_1535	C9orf114	0	1	341	353	1300	1	0	0	0
PCGF2_7980	PCGF2	0	1	1079	209	1425	1	0	0	1
FADS1_3480	FADS1	0	1	638	314	18	11	203	62	15
TAF12_10699	TAF12	0	1	304	0	0	0	0	0	0
HDAC10_4561	HDAC10	0	1	632	702	127	12	61	10	23
GCGR_4171	GCGR	0	1	1724	511	87	31	55	0	5
SCTR_9787	SCTR	0	1	499	165	0	0	132	72	14
PLA2G2A_8277	PLA2G2A	0	1	1072	701	0	0	564	0	14
CACNA1D_1639	CACNA1D	0	1	109	14	0	0	0	0	0
IL6_5170	IL6	0	1	1012	583	32	201	1586	1772	3
KDM2A_5905	KDM2A	0	1	801	550	1	1	64	1	111
BLVRB_1201	BLVRB	0	1	337	150	7	2	0	0	0
SUV420H1_10574	SUV420H1	0	1	1380	792	5667	6	7779	19	877
ALKBH1_462	ALKBH1	0	1	646	427	0	0	0	8	0
RPL6_9395	RPL6	0	1	130	1	0	0	0	0	0
MRGBP_7203	MRGBP	0	2	461	212	0	0	2	10	0
AR_707	AR	0	1	121	95	0	0	0	0	0
KCNA4_5575	KCNA4	0	1	535	389	305	0	0	0	1
PLK1_8373	PLK1	0	1	651	267	4	14	0	0	0
TLR2_11013	TLR2	0	1	672	405	8032	4	4	220	48
PPARG_8497	PPARG	0	1	787	183	51	2	0	0	263
RNMTL1_9346	RNMTL1	0	1	818	433	0	34	41	526	17
SQLE_10415	SQLE	0	1	741	255	0	1264	0	6	1
ALAD_433	ALAD	0	1	210	334	78	0	7	0	17
YTHDF3_12420	YTHDF3	0	1	402	225	50	1	0	0	5
MRM1_7220	MRM1	0	1	905	756	567	0	0	0	0
PLA2G1B_8261	PLA2G1B	0	1	2149	1427	32	0	284	43	49
RRM2_9456	RRM2	0	1	345	20	8	0	39	0	0
CHRNA7_2359	CHRNA7	0	1	733	385	50	0	6	0	0
C10orf54_1395	C10orf54	0	1	412	334	0	1	5	10	0
EZH1_3371	EZH1	0	1	2284	1314	426	59	139	99	181
THRA_10951	THRA	0	1	473	16	0	5	0	0	4
F2R_3431	F2R	0	1	1164	843	422	30	47	1	33
CHD5_2257	CHD5	0	1	168	179	0	198	0	34	0
KCNQ3_5821	KCNQ3	0	1	373	516	66	0	341	4513	0
SIRT2_10015	SIRT2	0	1	100	92	0	0	0	0	1
MS4A1_7237	MS4A1	0	1	659	476	10	69	0	0	1
TRMT44_11409	TRMT44	0	2	499	443	0	0	0	1	0
UIMC1_11828	UIMC1	0	2	599	423	1461	13	11	220	55
TGS1_10933	TGS1	0	1	1221	92	0	1309	0	23	337
luciferase:305-324_luciferase_-_6441	luciferase:305-324_luciferase_-	0	1	685	721	8	164	214	5	7
SMYD1_10359	SMYD1	0	1	766	766	35	1401	0	2	1
UGCG_11807	UGCG	0	1	234	388	607	199	0	15	0
UHRF1_11816	UHRF1	0	1	479	79	13	0	0	1	0
ABCA1_111	ABCA1	0	1	305	196	0	0	2	44	0
C9orf114_1539	C9orf114	0	1	544	170	0	7	0	0	315
CYSLTR1_2813	CYSLTR1	0	1	161	21	0	0	9	380	0
MAP2_6488	MAP2	0	1	716	124	0	0	0	0	1
PRKAA1_8641	PRKAA1	0	1	858	594	1	7	98	11	24
YEATS4_12218	YEATS4	0	2	514	478	325	27	1861	6	199
MORF4L2_7173	MORF4L2	0	1	370	140	0	0	0	0	0
CDY1_2185	CDY1	0	1	1590	1404	46	4	676	465	305
HRH2_4802	HRH2	0	1	343	205	16	0	0	302	40
VAMP2_11962	VAMP2	0	1	591	377	0	6	37	0	0
IL3RA_5149	IL3RA	0	1	870	945	30	7	296	14	10012
KDM8_6087	KDM8	0	1	608	285	9	0	123	0	0
EZH1_3358	EZH1	0	1	1109	322	233	195	16	0	21
NACC2_7404	NACC2	0	1	258	226	29	8	810	358	1
CACNA1I_1682	CACNA1I	0	1	666	233	0	8	4	0	0
TUBB4B_11637	TUBB4B	0	1	258	151	287	0	0	0	0
CAMLG_1786	CAMLG	0	1	106	131	908	0	0	0	69
ACE2_189	ACE2	0	1	1295	1221	7	33	2	396	29
YTHDC1_12253	YTHDC1	0	1	512	722	25	3	23	0	1
GABRA6_3998	GABRA6	0	1	510	488	164	27	23	1	11
KANSL3_5454	KANSL3	0	1	511	447	12	1	946	0	1
IL5_5158	IL5	0	1	499	534	281	0	40	0	83
ITGAL_5296	ITGAL	0	1	1621	610	10	5	246	0	7
CHRM4_2305	CHRM4	0	1	550	127	86	0	0	0	0
ADAR_221	ADAR	0	1	802	590	459	1	4	0	3
CHRNB2_2375	CHRNB2	0	1	677	238	843	0	9	27	7
JAK3_5392	JAK3	0	1	531	318	124	0	1	0	1
CCR5_1903	CCR5	0	1	375	388	170	9	368	2	1
PPP3R2_8514	PPP3R2	0	1	229	356	15	310	0	30	8
SLC12A1_10086	SLC12A1	0	1	1283	568	245	0	0	336	0
MMP13_6973	MMP13	0	1	417	280	11	0	0	1	1
MCRS1_6714	MCRS1	0	1	139	60	0	0	0	0	0
PTGER1_8933	PTGER1	0	1	763	772	224	24	8	8	277
ITGA4_5287	ITGA4	0	1	439	387	1	35	1	0	6
EDF1_3050	EDF1	0	1	422	565	338	3	0	0	0
HTR2A_4896	HTR2A	0	1	226	399	9	4	0	0	12
